ilocy,ilocx,RL50 (kPa),rlat,rlon,lat,lon,station_name,ratio,model_vals
769,901,0.158,5.061316046013959,5.590602250568889,52.2333,-87.8833,LANSDOWNE HOUSE,0.7872790652462579,0.16832831501960754
769,1191,0.622,5.058478584630331,18.448044213540186,49.1333,-68.2,BAIE-COMEAU A,1.412883717339352,0.36924341320991516
769,1208,0.252,5.083231709000099,19.203872504046767,48.8833,-67.1167,ST JEAN DE CHERBOURG,0.625062921653287,0.33814704418182373
770,1295,0.455,5.100925893032472,23.02929875054479,47.3833,-61.8667,GRINDSTONE ISLAND,0.9173021443098407,0.416032999753952
771,377,0.855,5.152302859502165,-17.588380624383266,49.52080435,-124.6196087,CAPE LAZO composite,1.1477940710190822,0.6247854828834534
772,398,1.1540000000000001,5.2151149274009825,-16.64324273203796,49.8958,-123.281,SQUAMISH UPPER,1.1373087746193575,0.8510522246360779
772,424,0.408,5.1885658794574345,-15.497821704493647,50.2333,-121.583,LYTTON,1.723327538047138,0.19857342541217804
773,476,0.331,5.253797842772089,-13.203936242889501,50.9533,-118.166,REVELSTOKE AIRPORT RD,0.9986806009924688,0.2779906392097473
776,375,0.67,5.398827057118161,-17.69177543345937,49.7167,-124.9,COMOX A,0.8772508460602788,0.6405894756317139
776,405,0.778,5.367198301998756,-16.368037148016132,50.1289,-122.955,WHISTLER,1.2782999216495816,0.5104763507843018
776,494,0.151,5.394415140675882,-12.39295400636217,51.2992,-116.98200000000001,GOLDEN A,1.0753760120372418,0.1177729070186615
776,574,0.122,5.391313639347458,-8.863542897471344,52.0667,-111.45,CORONATION A,1.48635255692127,0.06884410977363586
777,443,0.138,5.416834683190573,-14.660457567490104,50.7022,-120.44200000000001,KAMLOOPS A,0.7853788885086448,0.1473766416311264
778,349,0.55,5.466629246781768,-18.811593513119927,49.3833,-126.54299999999999,ESTEVAN POINT,0.9190814533401248,0.5019234418869019
778,487,0.48200000000000004,5.482574779413113,-12.71709709241998,51.3017,-117.51700000000001,GLACIER NP ROGERS PASS,2.6174202885191704,0.15445514023303986
782,1246,0.542,5.651301920249028,20.85593090429929,48.7769,-64.4781,GASPE A,1.0826333537491308,0.4199007749557495
783,371,0.701,5.703163327113734,-17.835905794927697,49.9519,-125.273,CAMPBELL RIVER A,0.9667371017211168,0.608188807964325
785,541,0.063,5.801064729915265,-10.317618290854872,52.1786,-113.89299999999999,RED DEER A,0.7584680374694884,0.06966779381036758
785,620,0.083,5.765774172302074,-6.816518407766225,52.7719,-108.256,NORTH BATTLEFORD A,1.213913362642796,0.05734812095761299
785,1249,0.611,5.79153324323768,20.99524749910319,48.85,-64.2,CAP DES ROSIERS,1.2136085857968484,0.42227110266685486
788,451,0.138,5.932724915674236,-14.330120957742263,51.2918,-120.18299999999999,DARFIELD,0.540079735785922,0.21431373059749603
790,657,0.158,6.007061876745139,-5.205649220236125,53.2167,-105.667,PRINCE ALBERT A,1.8751501003017848,0.0706724002957344
790,680,0.111,6.022339598671445,-4.196613718484254,53.3333,-104.0,NIPAWIN A,1.1404809284957846,0.08163262158632278
792,372,0.696,6.099084371860609,-17.80527022983485,50.3332,-125.446,CHATHAM POINT,0.8402408778919899,0.6947590708732605
792,1330,0.6829999999999999,6.07942366355763,24.598257854640586,47.5739,-59.1547,PORT AUX BASQUES,1.1507105338789638,0.49783268570899963
794,1327,1.117,6.194931185731555,24.47214019417098,47.733779999999996,-59.242580000000004,ST ANDREWS composite,1.861553829090373,0.5032761693000793
798,806,0.111,6.37108696084185,1.3946292957132782,53.85,-94.65,ISLAND LAKE A,0.6398030276968513,0.14551423490047455
800,598,0.14300000000000002,6.467027949933973,-7.816700497910845,53.3092,-110.072,LLOYDMINSTER A,1.9891028070326846,0.060298651456832886
800,763,0.107,6.452753004204012,-0.5033945328851623,53.95,-97.85,NORWAY HOUSE A,0.6989118497628489,0.12840743362903595
801,439,0.099,6.4965383453506425,-14.83152150856505,51.6814,-121.21700000000001,100 MILE HOUSE 6NE,0.5039267427239051,0.1647769957780838
802,720,0.17,6.530706804739108,-2.4262533068727663,53.9667,-101.1,THE PAS A,1.4873318067969072,0.09586715698242188
802,870,0.14400000000000002,6.527474346337769,4.229992367547862,53.8333,-89.8667,BIG TROUT LAKE,0.8520454466677582,0.14175178110599518
802,1209,0.6,6.526088218670024,19.216683889338345,50.2167,-66.2667,SEPT-ILES A,1.149723972402004,0.4377099871635437
803,468,0.303,6.576161870116752,-13.555416375438215,52.129,-119.29,BLUE RIVER A,1.2579176738250093,0.20203155279159546
803,1351,0.8220000000000001,6.597500707225498,25.503301629128412,47.6167,-57.6167,BURGEO,1.1707283427873614,0.5889039635658264
805,354,0.5870000000000001,6.6747472272446595,-18.602265614133806,50.5833,-126.93299999999999,ALERT BAY,0.8672831876004468,0.5676831007003784
806,1389,0.606,6.714805284597526,27.17979422671576,46.9167,-55.3833,ST LAWRENCE,0.9621073028402051,0.528296709060669
809,349,0.618,6.867169200978581,-18.822471420345344,50.6803,-127.366,PORT HARDY A,0.9344526821375034,0.5547022819519043
809,572,0.076,6.849001617251035,-8.94303792876865,53.4833,-112.03299999999999,VEGREVILLE CDA,1.0569997934135376,0.06030696630477905
810,551,0.096,6.872797573742963,-9.888532509729613,53.3167,-113.583,EDMONTON INT'L A,1.2185032282568928,0.0660805031657219
812,559,0.124,6.98369096721194,-9.527016403047012,53.5,-113.03299999999999,UNCAS,1.6364012148720288,0.06355660408735275
814,437,0.083,7.063303973997932,-14.953217742857733,52.1836,-121.686,SPOKIN LAKE 4E,0.3571422617668615,0.19492414593696594
815,432,0.159,7.133331673139345,-15.169367061339733,52.1831,-122.054,WILLIAMS LAKE A,0.82527405716045,0.1615949273109436
815,489,0.175,7.097323706908893,-12.626067082342265,52.8833,-118.06700000000001,JASPER,1.6721707931242054,0.08777810633182526
815,553,0.078,7.1153958025878365,-9.795709266970313,53.5733,-113.51799999999999,EDMONTON CITY CENTRE A,1.0151229033251907,0.0644473060965538
815,1328,0.49200000000000005,7.117358910371174,24.517097913492673,48.5333,-58.55,STEPHENVILLE A,0.8643271543862365,0.4774366319179535
816,545,0.07400000000000001,7.165517526809998,-10.146227458310676,53.5475,-114.10799999999999,EDMONTON STONY PLAIN,0.9370137572651512,0.0662391185760498
816,622,0.065,7.135252540529704,-6.770535142688353,54.1333,-108.51700000000001,MEADOW LAKE A,0.8015415092981931,0.06801678985357285
817,336,0.48700000000000004,7.217536626163485,-19.408809155479275,50.7822,-128.42700000000002,CAPE SCOTT,0.8317349189803801,0.49110326170921326
817,554,0.10300000000000001,7.20031278290669,-9.74605025536421,53.6667,-113.46700000000001,EDMONTON NAMAO A,1.34973012902424,0.0640057623386383
818,343,0.599,7.225774117220209,-19.07644773785695,50.9167,-127.95,BULL HARBOUR,0.8183879802202441,0.6138982176780701
818,1417,0.583,7.251016002521476,28.45011299373771,46.74611667,-53.39608333,CAPE RACE (AUT) composite,0.9869787810586004,0.49543824791908264
820,1390,0.6759999999999999,7.3432719055429,27.244436784751777,47.4306,-54.8428,BOAT HARBOUR,1.076781210884401,0.5265601873397827
821,1331,0.7170000000000001,7.362144133067964,24.62615250390588,48.7,-58.2333,GALLANTS,1.3164949714436198,0.4568027853965759
824,514,0.08900000000000001,7.52710801321648,-11.51139931173636,53.5833,-116.46700000000001,EDSON A,1.244328135192519,0.059990692883729935
825,1032,0.141,7.55110484508539,11.40209725081259,53.6333,-77.7,LA GRANDE RIVIERE A,0.5436591824123304,0.2175310105085373
825,1399,0.57,7.574171644166242,27.635093055999413,47.43571429,-54.1762,ARGENTIA A composite,0.9353443718112792,0.5111308693885803
826,599,0.11,7.579601901793152,-7.751283756222322,54.4167,-110.28299999999999,COLD LAKE A,1.4396032805548027,0.06408828496932983
826,1410,0.703,7.601455119667214,28.116150540572814,47.2167,-53.55,COLINET,1.2199981739478067,0.4833090603351593
827,1268,0.456,7.646599951001509,21.855483859627054,50.1833,-61.8167,NATASHQUAN A,0.7399337031594307,0.516893208026886
828,1332,0.431,7.670314249600299,24.67471781601549,48.95,-57.95,CORNER BROOK,0.8482792975189429,0.42615461349487305
829,1419,0.645,7.717138353829867,28.539548624607665,47.1,-52.9333,CAPE BROYLE,1.1040588759960641,0.4900002181529999
830,1407,0.648,7.758143300668337,27.987996394216502,47.4163,-53.59278125,HARBOUR GRACE composite,1.1835090867367843,0.45923206210136414
833,667,0.086,7.903160812653753,-4.758247218746956,55.15,-105.26700000000001,LA RONGE A,0.8388548826848914,0.08598850667476654
833,1348,0.618,7.890790861218801,25.37151188867836,48.8167,-56.8667,BUCHANS,1.4376072717454567,0.3605595529079437
834,526,0.067,7.97302083337573,-10.980979499107141,54.1439,-115.787,WHITECOURT A,0.8616290459834062,0.06522037088871002
834,528,0.10300000000000001,7.945925692469452,-10.914612003503843,54.1333,-115.667,WHITECOURT,1.350457177883043,0.06397130340337753
835,432,0.228,8.020634284705773,-15.164130981795742,53.0261,-122.51,QUESNEL A,0.999700331358771,0.19129067659378052
837,1336,0.317,8.075391192008935,24.868387906174352,49.2167,-57.4,DEER LAKE A,0.6991956889693126,0.38026759028434753
837,1418,0.639,8.106864939483001,28.474338160291843,47.4667,-52.7167,PETTY HARBOUR,1.1027737737448218,0.48600777983665466
838,1416,0.7020000000000001,8.126197355843289,28.409254978313303,47.5167,-52.7833,ST JOHN'S WEST CDA,1.225944774003993,0.4802805483341217
839,1327,0.461,8.166239327159682,24.433605951924587,49.5,-57.9167,WOODY POINT,0.9704109158837059,0.39845019578933716
839,1335,0.544,8.163405045656338,24.820435529383964,49.3167,-57.4,CORMACK,1.200264131660858,0.3801463842391968
840,1416,0.784,8.230534649080468,28.377457088340115,47.6222,-52.7428,ST JOHN'S A,1.365610069427487,0.4815242290496826
842,763,0.08199999999999999,8.306018505604065,-0.4898819825218631,55.8033,-97.8625,THOMPSON A,0.5935848175510554,0.11586702615022659
842,1124,0.165,8.299960359573916,15.44560701182247,53.2,-70.9,NITCHEQUON,0.6109281325630601,0.2265283763408661
845,1392,0.521,8.455403278865548,27.32675373010038,48.35,-53.9017,LETHBRIDGE,1.1220477414990417,0.38945311307907104
848,1324,0.446,8.568414912870594,24.31154833282076,49.9117,-57.7889,COW HEAD,1.0143545422361349,0.3687855303287506
849,1366,0.42700000000000005,8.611102176608682,26.155877500630655,49.0667,-55.3,RATTLING BRK NORRIS ARM,1.1428555308949837,0.31337571144104004
850,345,0.774,8.650836671452103,-18.9954872190085,52.2617,-128.719,MCINNES ISLAND,0.8390690309797278,0.7736990451812744
850,1378,0.262,8.683901913262767,26.702849450200837,48.85947143,-54.5312,GLENWOOD composite,0.6569714818876624,0.3344903290271759
851,1337,0.457,8.71890176481015,24.90090147023769,49.7667,-56.8833,SOPS ARM WHITE BAY,1.1683647731761906,0.3280700147151947
852,1350,0.41,8.736699349311783,25.49020065588056,49.5,-56.0833,SPRINGDALE,1.1729000905081737,0.29319167137145996
852,1376,0.35,8.743890975982405,26.6323194328237,48.9464,-54.5769,GANDER INT'L A,0.9146501684334494,0.32095327973365784
855,436,0.184,8.871679997996239,-14.978951097074027,53.8908,-122.679,PRINCE GEORGE A,0.8031206758044654,0.19216124713420868
855,804,0.109,8.876406118523924,1.2834890209619778,56.3575,-94.7106,GILLAM A,0.7345976383203128,0.1244531124830246
855,1177,0.184,8.894474268549919,17.832949980002578,52.9272,-66.8742,WABUSH LAKE A,0.6363728892709438,0.24251295626163483
856,313,0.478,8.9221102400567,-20.436114299632873,51.9333,-131.017,CAPE ST JAMES,0.6250349457748331,0.6414346098899841
856,1323,0.34,8.917592883317909,24.275196665536356,50.2364,-57.5811,DANIELS HARBOUR,0.8435041982122302,0.3380807638168335
856,1369,0.447,8.920267481638986,26.294066602940795,49.2667,-54.8833,COMFORT COVE,1.2385082553164228,0.3027174174785614
858,1398,0.529,8.995449237262823,27.614971456792322,48.6672,-53.1142,BONAVISTA,1.129027414793534,0.3929886221885681
861,1022,0.158,9.143254450485722,10.963379553343792,55.2833,-77.75,KUUJJUARAPIK A,0.7175665061598051,0.18468163907527924
863,1370,0.39799999999999996,9.227860750135529,26.33760073397983,49.51111667,-54.5889,TWILLINGATE composite,1.0949199941742873,0.30488038063049316
867,493,0.09699999999999999,9.437642625030247,-12.46008114715757,55.1797,-118.885,GRANDE PRAIRIE A,1.170654689826988,0.06949790567159653
870,487,0.055,9.539950230363896,-12.7402776438216,55.2,-119.4,BEAVERLODGE CDA,0.7451383669517175,0.061909109354019165
871,340,0.9940000000000001,9.606712845887811,-19.221120663833677,53.05,-129.683,ETHELDA BAY,1.1626317798004204,0.7170888781547546
877,597,0.08,9.871182472145804,-7.876901137946268,56.65,-111.21700000000001,FORT MCMURRAY A,0.8795893943496623,0.07628493756055832
877,1323,0.358,9.858365396681622,24.266777866488194,51.0667,-56.8833,PLUM POINT,0.8879420765416464,0.3381638526916504
883,1207,0.23,10.11636629865344,19.13577139970266,53.55,-64.1,CHURCHILL FALLS A,0.9085923496933411,0.21231836080551147
883,1315,0.242,10.104162651119204,23.912489411212096,51.45,-57.1833,LOURDES DE BLANC SABLON A,0.5823958334520315,0.3485185503959656
885,505,0.11800000000000001,10.212029191845676,-11.935249413927469,56.0667,-118.383,FAIRVIEW,1.4129868814906814,0.07004427909851074
885,517,0.07,10.226946829363605,-11.381198804475845,56.2269,-117.447,PEACE RIVER A,0.8120886237009783,0.07229752093553543
887,315,0.498,10.323304131822256,-20.314453931732185,53.2539,-131.813,SANDSPIT A,1.2940461827423395,0.3227812945842743
892,1336,0.498,10.513143541501316,24.830079614182484,51.3667,-55.6,ST ANTHONY,1.5618145438675746,0.26744142174720764
895,367,0.986,10.64544044520589,-18.038806278710556,54.4664,-128.577,TERRACE A,2.4059919927763125,0.343725323677063
895,387,0.24100000000000002,10.665533425795687,-17.140960439352252,54.8247,-127.18299999999999,SMITHERS A,1.0299434246230017,0.19626030325889587
895,1162,0.22399999999999998,10.642722973708436,17.15060312140212,54.8,-66.8167,SCHEFFERVILLE A,0.8367133042354123,0.22454331815242767
897,477,0.09,10.753806257076697,-13.163717285063106,56.2381,-120.74,FORT ST JOHN A,1.2192871731516537,0.06191064044833183
899,1255,0.16899999999999998,10.842940456164209,21.25454186850438,53.3167,-60.4167,GOOSE A,0.6148431487215987,0.23054258525371552
901,342,0.8270000000000001,10.925168419012316,-19.12359427311639,54.2925,-130.445,PRINCE RUPERT A,1.1191876853059577,0.6197711825370789
904,425,0.122,11.047399217578207,-15.445471313000713,55.7855,-124.70100000000001,GERMANSEN LANDING,0.8002975939296594,0.12786071002483368
908,342,0.772,11.239871559683275,-19.14849221056054,54.5686,-130.708,GREEN ISLAND,1.1294207164724739,0.5733110904693604
909,810,0.163,11.268490682622877,1.5517817622508403,58.7392,-94.0664,CHURCHILL A,1.4781491124518744,0.09249071776866913
909,1325,0.46,11.27986689754487,24.383441139208454,52.25,-55.6,BATTLE HARBOUR LOR,1.7054971489938842,0.22622241079807281
913,368,0.89,11.456778063183705,-17.971764008077084,55.2375,-129.03,NASS CAMP,2.065711557219145,0.36136752367019653
915,310,0.556,11.545163694436308,-20.54536787529786,54.2552,-133.058,LANGARA,1.6518294496497017,0.2823178768157959
928,1292,0.335,12.126358983270919,22.883799444538962,53.7083,-57.035,CARTWRIGHT,1.5765957303989435,0.17821869254112244
929,1000,0.142,12.184706889709847,9.988977488368288,58.4667,-78.0833,INUKJUAK UA,0.6187334940780406,0.19249236583709717
932,364,0.642,12.314069788778712,-18.18701005126701,55.9361,-129.985,STEWART A,1.22431975701146,0.43981391191482544
937,535,0.084,12.498830656358052,-10.594224739549533,58.6214,-117.165,HIGH LEVEL A,1.1390269581013486,0.06185489520430565
943,1235,0.191,12.800428563828865,20.37992732710111,55.45,-60.2167,HOPEDALE (AUT),1.0099398859461441,0.15862317383289337
954,602,0.079,13.254432412961972,-7.616430689969889,60.0203,-111.962,FORT SMITH A,0.5820086668147036,0.11384826898574829
957,1115,0.063,13.3816017084914,15.062915391847254,58.1,-68.4167,KUUJJUAQ A,0.34601399898053153,0.152712881565094
957,1207,0.35,13.419876797675242,19.12294867359371,56.55,-61.6833,NAIN A,2.0641447542764286,0.1422186940908432
960,474,0.04,13.53351926237463,-13.294599528109782,58.8364,-122.59700000000001,FORT NELSON A,0.7539642632440794,0.04449774697422981
981,564,0.111,14.468960203336742,-9.324605930233329,60.8397,-115.78299999999999,HAY RIVER A,1.4188199826192902,0.06561822444200516
1002,827,0.13699999999999998,15.389341884371548,2.3116704332428544,62.8167,-92.1167,RANKIN INLET A,1.1685568216944007,0.09833305329084396
1013,587,0.073,15.8941364226464,-8.283411299371597,62.4628,-114.44,YELLOWKNIFE A,0.5222768184671953,0.1172332763671875
1015,841,0.307,15.951712281201985,2.928277120662789,63.3333,-90.7167,CHESTERFIELD,2.618910706086173,0.09832104295492172
1018,511,0.05,16.085824204153216,-11.662896594650553,61.7603,-121.23700000000001,FORT SIMPSON A,0.7422687073371759,0.05649859458208084
1034,784,0.18100000000000002,16.80137872475479,0.41775555963923183,64.2989,-96.0778,BAKER LAKE A,1.546786063723056,0.09814701974391937
1043,914,0.145,17.235601653792568,6.170803303022934,64.1933,-83.3594,CORAL HARBOUR A,1.5326477387851007,0.07935137301683426
1072,643,0.27399999999999997,18.483281173616597,-5.8054537397209645,65.4833,-110.367,CONTWOYTO LAKE,3.178694485913411,0.07229871302843094
1112,485,0.039,20.25328633221057,-12.797273633836445,65.2825,-126.8,NORMAN WELLS A,0.9822320983145264,0.03330268710851669
1146,704,0.1,21.771353847100382,-3.1159972251081784,69.1081,-105.13799999999999,CAMBRIDGE BAY A,1.4449529070411058,0.0580463744699955
1149,912,0.081,21.893848234284437,6.082122147370087,68.7758,-81.2425,HALL BEACH A,1.1760447795976465,0.05776834860444069
1215,1003,0.064,24.854671892755793,10.111462339176834,70.4861,-68.5167,CLYDE A,0.9819993476254906,0.0546635165810585
1269,788,0.081,27.224762925109236,0.6018099385145664,74.7169,-94.9694,RESOLUTE CARS,0.6027388341851482,0.11271575838327408
