ilocy,ilocx,TJan1.0 (degC),rlat,rlon,lat,lon,station_name,ratio,model_vals
552,1011,254.74999999999997,-4.5177895001951045,10.457750487409273,42.0333,-82.9,HARROW CDA AUTO,0.9884156552017233,256.10345458984375
558,1009,254.14999999999998,-4.286848910227873,10.373390404111557,42.2756,-82.9556,WINDSOR A,0.9888879677368189,255.37823486328125
560,1026,256.04999999999995,-4.166609944802487,11.147744256566659,42.2501,-81.9001,ERIEAU (AUT),0.9929910112963383,256.22430419921875
565,1026,251.34999999999997,-3.96806270606981,11.12134986160888,42.45,-81.8833,RIDGETOWN RCS,0.9769906844341404,255.6403045654297
580,1035,252.04999999999998,-3.2901926502243564,11.534742416339043,43.0332,-81.15055,LONDON CS COMPOSITE,0.9845748365851702,254.37757873535156
587,1054,252.64999999999998,-2.9689855230488806,12.37546741076384,43.1717,-79.9342,HAMILTON A,0.991421265344538,253.2222900390625
590,1054,253.24999999999997,-2.847748537093577,12.367862378820393,43.2917,-79.9083,HAMILTON RBG CS,0.9948173439277893,252.9571533203125
590,1063,256.34999999999997,-2.87199134716758,12.753426345960174,43.1833,-79.4,VINELAND STATION RCS,1.0029145825833832,253.98626708984375
595,1023,253.95,-2.652732378466715,10.985487811987579,43.7667,-81.7167,GODERICH,0.9882919452531129,255.33116149902344
599,1061,254.24999999999997,-2.437739396813662,12.657206982834726,43.62805,-79.39555,TORONTO ISLAND A COMPOSITE,1.0010408793359848,252.37713623046875
600,1057,251.74999999999997,-2.4275243009702034,12.480315141272046,43.6772,-79.6306,TORONTO LESTER B. PEARSON INT'L A,0.992809127499561,251.967529296875
600,1060,253.74999999999997,-2.4007826199030635,12.645432657636889,43.6667,-79.4,TORONTO CITY,0.9995100840722712,252.26658630371094
603,1037,249.24999999999997,-2.300804570575231,11.625346633334846,43.9833,-80.75,MOUNT FOREST (AUT),0.981492932295551,252.3415985107422
605,1060,250.24999999999997,-2.2053809803339703,12.62287891217746,43.8622,-79.37,TORONTO BUTTONVILLE A,0.9889985365772199,251.4312744140625
611,1078,251.24999999999997,-1.9198534980984727,13.446682564305245,43.95,-78.1667,COBOURG (AUT),0.9944993198390056,251.0397186279297
613,1095,250.84999999999997,-1.8540076319615553,14.186073428531435,43.8333,-77.15,POINT PETRE (AUT),0.9914685007375149,251.40623474121094
616,1043,252.41299999999998,-1.7154697341383163,11.8907013659687,44.5,-80.2167,COLLINGWOOD,0.9949666700257888,252.08328247070312
617,1087,248.26299999999998,-1.647919910661428,13.848380542642577,44.1167,-77.5333,TRENTON A,0.9847556674005501,250.5095977783203
618,1028,252.24999999999997,-1.6065279350677362,11.219407227076683,44.7458,-81.1072,WIARTON A,0.9900884248374119,253.16172790527344
618,1054,245.34999999999997,-1.628527286900477,12.358775206404447,44.4833,-79.55,BARRIE-ORO,0.977811152368747,249.32850646972656
620,1059,246.14999999999998,-1.5131887286064079,12.576260729874983,44.5472,-79.2167,LAGOON CITY,0.9827462615777287,248.8853302001953
635,1042,245.24999999999997,-0.864689730664254,11.829329505586019,45.3442,-80.0442,PARRY SOUND CCG,0.9859686422581572,247.16488647460938
639,1000,246.04999999999998,-0.6883970505338951,9.992710779507949,45.8833,-82.5667,GORE BAY A,0.988061079838798,247.4459991455078
644,1017,247.54999999999998,-0.46295019102332147,10.716661964189273,45.9667,-81.4833,KILLARNEY (AUT),1.0001663043498925,245.9413604736328
645,1068,239.64999999999998,-0.39870248083069254,13.001626368921663,45.5333,-78.2667,ALGONQUIN PARK EAST GATE,0.9708572407193863,245.2804412841797
647,968,245.14999999999998,-0.3282026503152139,8.56463998274487,46.4833,-84.5094,SAULT STE MARIE A,0.9776359000312518,249.169921875
651,1109,246.24999999999997,-0.14229068458931268,14.818651720335906,45.3225,-75.6692,OTTAWA MACDONALD-CARTIER INT'L A,0.9920896095968837,246.6415252685547
653,1132,245.95,-0.06746642402228695,15.808409118577105,45.1208,-74.2894,ST-ANICET 1,0.9887576138878859,247.1711883544922
657,1141,245.51199999999997,0.1010906457365428,16.207356591627608,45.1672,-73.6789,STE-CLOTILDE,0.9869774703886317,247.176025390625
658,1081,241.24999999999997,0.16636607784747412,13.543748046258958,45.95,-77.3167,PETAWAWA A,0.9799865208177879,244.61781311035156
658,1154,245.74999999999997,0.14685930964715913,16.805827936033086,45.0333,-72.85,FRELIGHSBURG,0.9890831267905393,246.888916015625
660,1046,242.34999999999997,0.2247059616752298,12.02855117692835,46.3636,-79.4228,NORTH BAY A,0.9924029173881252,242.65869140625
661,1024,242.45,0.27785930544065024,11.04782465123829,46.6256,-80.7978,SUDBURY A,0.9955197322870883,241.998779296875
661,1135,247.74999999999997,0.29875596700283863,15.963370852402406,45.4272,-73.9292,STE-ANNE-DE-BELLEVUE 1,0.9998482717363254,246.21835327148438
661,1145,247.24999999999997,0.2903801318541239,16.391939646159297,45.2939,-73.3494,L'ACADIE,0.9975173026058622,246.29563903808594
663,1107,244.45,0.3596178026937318,14.694185981330756,45.8394,-75.6481,HIGH FALLS,0.9909362148631834,245.12364196777344
663,1138,247.34999999999997,0.3730154780297401,16.072237754624673,45.4667,-73.75,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,0.9993826820075961,245.9353485107422
664,1140,249.24999999999997,0.4443307640007551,16.175667448413403,45.5047,-73.5792,MCTAVISH,1.0076442207942118,245.7926025390625
666,1132,244.54999999999998,0.5070676872066261,15.82450983689447,45.6667,-74.0333,MONTREAL/MIRABEL INT'L A,0.9890509591650938,245.69134521484375
666,1142,246.64999999999998,0.4892824791896059,16.280985270212184,45.5167,-73.4167,MONTREAL/ST-HUBERT A,0.9979406713807336,245.59371948242188
668,1049,244.34999999999997,0.6116695306403618,12.166449577432108,46.7097,-79.1011,BARRAGE TEMISCAMINGUE,1.0022834026238003,242.24937438964844
669,1266,257.45,0.6616967255468574,21.753266688790557,43.8308,-66.0886,YARMOUTH A,0.9860581738747138,259.43658447265625
670,1167,244.54999999999998,0.6886805319462729,17.390734475406397,45.3689,-71.8236,LENNOXVILLE,0.9888515506962663,245.7408905029297
671,1099,242.45,0.7156331962537236,14.348255532286624,46.2747,-75.9919,MANIWAKI AIRPORT,0.9880931614166427,243.81765747070312
672,1140,244.64999999999998,0.7652575197208127,16.182646599358296,45.8094,-73.4347,L'ASSOMPTION,0.9917877096081409,245.1135711669922
672,1169,241.34999999999997,0.7807929838028224,17.463999638422727,45.4333,-71.6833,SHERBROOKE A,0.9764132663640733,245.61477661132812
673,1122,239.64999999999998,0.8000267506142459,15.358025625125332,46.0803,-74.5558,ST-JOVITE,0.9737675122475434,244.54737854003906
673,1126,242.64999999999998,0.8244980392844867,15.547958374592634,46.05,-74.2833,STE AGATHE DES MONTS,0.9844952592750569,244.9105682373047
677,1258,259.10699999999997,1.0130631992300436,21.40976422531739,44.2858,-66.3467,BRIER ISLAND,0.9941507059142639,258.9809265136719
679,959,239.54999999999998,1.1072814606393633,8.146944438375767,47.9667,-84.7833,WAWA (AUT),0.9904964525696065,240.31678771972656
680,890,240.74999999999997,1.1206948848156557,5.08967868562008,48.3694,-89.3272,THUNDER BAY A COMPOSITE,0.9894741109369919,241.77017211914062
682,1145,246.45,1.2293698580048833,16.414836345231127,46.1833,-72.9167,LAC SAINT-PIERRE,1.002814320423893,244.20196533203125
682,1286,255.45,1.2052549376769126,22.638199832678378,43.99,-64.6642,WESTERN HEAD,0.9834699936335072,258.0986022949219
684,1149,244.95,1.324199050408167,16.57320591671965,46.2258,-72.6572,NICOLET,0.9966558994193965,244.2154083251953
684,1248,252.91599999999997,1.2872699655585567,20.949284627149368,44.7121,-66.8019,GRAND MANAN SAR CS,0.9953410054187709,252.49063110351562
687,1274,253.84999999999997,1.434103189847353,22.120804518571795,44.4031,-65.2031,KEJIMKUJIK 1,0.9789944418950877,257.654541015625
688,1150,246.45,1.4756375012611829,16.62712774062688,46.3536,-72.5161,TROIS-RIVIERES,1.0035087621667174,244.03297424316406
689,766,239.34999999999997,1.5321233667437582,-0.36729378923272993,49.0308,-97.56,GRETNA (AUT),0.9932237880930329,239.45680236816406
689,795,236.14999999999998,1.5318919790453405,0.9194384967178424,49.0236,-95.5983,SPRAGUE,0.9811486246870879,239.1630096435547
689,1157,240.23299999999998,1.5250089118547172,16.941728866058813,46.3036,-72.0608,LEMIEUX,0.9781424174006508,244.0458526611328
690,934,243.14999999999998,1.574749328215675,7.060568712750296,48.5883,-86.2947,PUKASKWA (AUT),1.0045744197747897,240.5099334716797
692,1288,257.04999999999995,1.649603054462942,22.733902481009608,44.36,-64.2961,LUNENBURG,0.9955724790257131,256.5580139160156
693,746,239.54999999999998,1.7062631912498636,-1.2453482523306831,49.191,-98.9049,PILOT MOUND (AUT),0.9928800858293862,239.73985290527344
693,758,242.95,1.692542360181509,-0.7087051597006615,49.1876,-98.0839,MORDEN CDA CS,1.0074836314782811,239.61817932128906
693,1177,243.95,1.7124441297757003,17.80970706466286,46.205,-70.785,BEAUCEVILLE,0.9905567568010496,244.71597290039062
693,1250,251.38599999999997,1.7154081076878958,21.04652747769824,45.0731,-66.4492,POINT LEPREAU CS,0.9905007688928251,252.1895751953125
696,649,240.24999999999997,1.8530276791510933,-5.551048048175222,49.05,-105.48299999999999,CORONACH SPC,0.9868275170219151,241.9151153564453
696,716,238.14999999999998,1.847991952515984,-2.6003980818173,49.2813,-100.986,MELITA,0.9889670159614545,239.2817840576172
697,686,238.64999999999998,1.8662740844535828,-3.895667948011195,49.2167,-102.96700000000001,ESTEVAN A,0.9876107579018284,240.1134490966797
698,755,243.64999999999998,1.9070904135438949,-0.8589369087912421,49.3998,-98.3192,DEERWOOD RCS,1.0106939598573712,239.54527282714844
698,1156,241.45,1.912047650760465,16.87935615011807,46.6908,-71.9717,DESCHAMBAULT,0.9860838855951997,243.30677795410156
699,902,242.84999999999997,1.9686975720163602,5.651807495974578,49.1539,-88.3447,CAMERON FALLS (AUT),1.0088262098285543,239.20079040527344
700,618,237.84999999999997,2.0296618475819366,-6.918639867745951,49.0583,-107.586,VAL MARIE SOUTHEAST,0.974786866873469,242.456787109375
700,642,241.45,2.0064448994585153,-5.860683129353336,49.1678,-105.979,ROCKGLEN (AUT),0.9919680638456808,241.863525390625
700,759,239.54999999999998,2.002533166016492,-0.6691504847160616,49.4981,-98.0297,CARMAN U OF M CS,0.9952689328102685,239.1644287109375
701,1273,253.10999999999999,2.0477520185861904,22.08183244528817,44.9833,-64.9167,GREENWOOD A,0.9835770806669524,255.7064971923828
702,1007,236.84999999999997,2.1028662985791216,10.272256140147682,48.5697,-81.3767,TIMMINS VICTOR POWER A,0.9838518286921631,239.21287536621094
702,1043,240.14999999999998,2.11790965152228,11.861579221272638,48.2458,-79.0342,ROUYN,0.9953839276442227,239.7357635498047
702,1046,236.95,2.120200427078108,11.998605728555281,48.2167,-78.8333,ROUYN A,0.9816269104282697,239.85629272460938
702,1256,248.54999999999998,2.0923818993230565,21.32172942210499,45.3181,-65.8856,SAINT JOHN A,0.9808903245300773,251.78750610351562
702,1297,255.58333333333334,2.1121300635819313,23.135902127600357,44.62153333333333,-63.51943333333333,SHEARWATER A COMPOSITE,0.9918473820481075,256.0522155761719
703,1062,237.34999999999997,2.1295758090215102,12.715646487269279,48.0564,-77.7867,VAL-D'OR A,0.9847585314020988,239.4971466064453
703,1164,244.54999999999998,2.1447730555135602,17.22765924548009,46.8018,-71.3825,QUEBEC/JEAN LESAGE INTL A COMPOSITE,1.0012236124126976,242.70428466796875
703,1165,246.14999999999998,2.14518437871605,17.296210159902433,46.7803,-71.2875,STE-FOY (U. LAVAL),1.0076226529433352,242.7407989501953
705,1166,246.64999999999998,2.2186124972632277,17.336633694257245,46.8369,-71.1972,BEAUPORT,1.0100691727234543,242.6447296142578
705,1279,253.433,2.245163530071908,22.330642996726787,45.0667,-64.4833,KENTVILLE CDA CS,0.9906102824920237,254.2150115966797
707,813,239.64999999999998,2.3191516259454263,1.7019727769211224,49.7903,-94.3653,KENORA A,1.000355427578421,238.0476837158203
708,675,238.74999999999997,2.392352772509108,-4.39599211308612,49.7,-103.8,WEYBURN,0.9892488237812032,239.81629943847656
708,773,243.14999999999998,2.3883694702034233,-0.08344225224319311,49.8883,-97.1294,WINNIPEG THE FORKS,1.0160103919198031,237.8028106689453
708,1295,252.54999999999998,2.353824406162802,23.043207937173968,44.88,-63.5,HALIFAX STANFIELD INT'L A,0.9873944266358019,254.15435791015625
709,740,238.14999999999998,2.4288455569653005,-1.5193890618839296,49.9058,-99.3574,CARBERRY CS,0.9879197872989519,239.53543090820312
709,756,239.84999999999997,2.4082966955206366,-0.8221754174048094,49.90155,-98.2754,PORTAGE SOUTHPORT A COMPOSITE,0.997691538576372,238.88247680664062
709,771,239.14999999999998,2.4169256900823712,-0.15035553299554535,49.9167,-97.2333,WINNIPEG RICHARDSON INT'L A,0.9989413489106379,237.88729858398438
709,1139,239.45,2.4266194219063992,16.12848954456477,47.4111,-72.7875,LA TUQUE,0.9835704869479373,241.90798950195312
709,1242,246.64999999999998,2.4355673986902304,20.695842322706284,45.8721,-66.5279,FREDERICTON A,0.9853627371067863,248.72866821289062
710,732,237.84999999999997,2.4461289022730366,-1.9022360052764455,49.91,-99.9519,BRANDON A,0.9878677944958496,239.24627685546875
712,599,242.17199999999997,2.537436513099903,-7.770754446701081,49.4378,-108.98899999999999,EASTEND CYPRESS (AUT),0.9936404492974283,242.178466796875
712,644,240.34999999999997,2.5616572968723665,-5.774769190126448,49.7292,-105.946,ASSINIBOIA AIRPORT,0.9899994869113237,241.24038696289062
712,1109,235.64999999999998,2.554484863956163,14.795047971056874,47.9222,-74.6242,PARENT,0.9741548426349719,240.37002563476562
712,1171,246.84999999999997,2.5392780243252058,17.527497992979473,47.0786,-70.7808,CAP-TOURMENTE,1.0106269342673992,242.70745849609375
712,1355,262.84999999999997,2.558199415687226,25.705259485464225,43.9322,-60.0094,SABLE ISLAND,1.0124182339536458,257.981689453125
713,553,242.34999999999997,2.5820012344151984,-9.791876818087163,49.1333,-112.05,MILK RIVER,0.9887270111493062,243.56085205078125
713,1268,251.24999999999997,2.605983214039064,21.81846865676879,45.6,-64.95,FUNDY PARK (ALMA) CS,0.9952443554530227,250.85179138183594
715,754,239.45,2.69047932872118,-0.8860081616431726,50.1826,-98.3822,DELTA MARSH CS,0.9972463207281166,238.59056091308594
715,788,236.45,2.6808083374383638,0.5996210592201111,50.1772,-96.0647,PINAWA,0.9873442533355576,237.96417236328125
715,921,234.34999999999997,2.703334463357099,6.489334819136607,49.7828,-86.9306,GERALDTON A,0.9770716355743732,238.33038330078125
715,1163,238.78999999999996,2.6894220377912768,17.21183514335496,47.3228,-71.1483,FORET MONTMORENCY RCS,0.9776258378199,242.7081298828125
716,848,237.14999999999998,2.724053173483273,3.2714077284853,50.1167,-91.9,SIOUX LOOKOUT A,0.9914086662885313,237.69020080566406
717,592,242.34999999999997,2.791091450100094,-8.07580326635713,49.6406,-109.514,CYPRESS HILLS PARK,0.9949100119407165,242.04721069335938
717,987,236.34999999999997,2.791706214675361,9.415332080574757,49.41015,-82.45555,KAPUSKASING A COMPOSITE,0.9841826856696914,238.6276397705078
718,528,241.24999999999997,2.812988203747359,-10.92062877066302,49.1311,-113.809,WATERTON PARK GATE,0.9926935998896339,241.48655700683594
718,536,243.54999999999998,2.8090390132346363,-10.571265786085739,49.2006,-113.286,CARDSTON,0.9984262503650325,242.38905334472656
720,1161,237.24999999999997,2.8986000488602337,17.08311893214299,47.5622,-71.2289,L'ETAPE,0.9741095073039221,242.01333618164062
721,961,235.04999999999998,2.9296590159790448,8.264570518409494,49.7468,-84.1637,NAGAGAMI (AUT),0.979194577205551,238.52401733398438
721,1179,247.84999999999997,2.968983998361158,17.9164480090112,47.3558,-70.0319,LA POCATIERE,1.0140119366157905,242.87718200683594
722,694,237.84999999999997,2.995535908365118,-3.5550168868492085,50.3681,-102.571,BROADVIEW,0.9898475851202809,238.76776123046875
722,723,237.45,3.008132497519388,-2.2962437089641146,50.4549,-100.603,SHOAL LAKE CS,0.9888420963368151,238.6085968017578
722,760,238.95,3.003904372048266,-0.6603151832297092,50.4995,-98.0367,OAKPOINT MARINE,0.9966021038415422,238.2462615966797
723,594,239.64999999999998,3.044682502865987,-8.003292419347964,49.9025,-109.46600000000001,MAPLE CREEK,0.984538757723233,241.87193298339844
724,564,242.45,3.098854685759743,-9.295091002394907,49.7342,-111.45,BOW ISLAND,0.9902915459619959,243.27639770507812
725,651,239.24999999999997,3.1327570583551307,-5.455457263620255,50.3325,-105.5525,MOOSE JAW A COMPOSITE,0.990354933218968,240.0501251220703
725,774,237.54999999999998,3.1333061845638013,-0.024710481891489902,50.6333,-97.0389,GIMLI COMPOSITE,0.9943930880128237,237.3765411376953
725,1267,248.04999999999998,3.143485364303546,21.790230230835956,46.1053,-64.6838,MONCTON A,0.9854856514047939,250.10926818847656
726,489,257.45,3.170292165436488,-12.649333957750157,49.0817,-116.501,CRESTON CAMPBELL SCIENTIFIC,1.061216757983512,241.0625
726,545,241.671,3.16518878430455,-10.173529005346774,49.6303,-112.8,LETHBRIDGE A,0.9858400707002324,243.58970642089844
726,664,237.47499999999997,3.1741915710209807,-4.882522538616095,50.4333,-104.667,REGINA RCS COMPOSITE,0.9869922876586096,239.08096313476562
726,732,234.74999999999997,3.190349735680813,-1.8675357401014678,50.655,-99.9419,WASAGAMING,0.974912408300294,239.26593017578125
726,829,239.83099999999996,3.188937835040126,2.3995117841802442,50.6306,-93.2214,EAR FALLS (AUT),1.0045076589042214,237.24273681640625
727,527,241.95,3.2197105976804745,-10.956741179292218,49.5206,-113.99700000000001,PINCHER CREEK (AUT),0.9973627847788394,241.05343627929688
727,679,237.74999999999997,3.2308577774768055,-4.226503991244114,50.55,-103.65,INDIAN HEAD CDA,0.9907471713537574,238.45066833496094
727,781,240.56499999999997,3.2007662956617806,0.2748711630557643,50.7,-96.5667,VICTORIA BEACH (AUT),1.0068116785538952,237.4242401123047
728,620,240.34999999999997,3.239737027524128,-6.847848201400332,50.2667,-107.73299999999999,SWIFT CURRENT CDA,0.9901860009509704,241.1949462890625
728,621,240.34999999999997,3.2683382675249013,-6.811573228356857,50.3,-107.68299999999999,SWIFT CURRENT A,0.9903195726432786,241.16241455078125
728,738,241.64999999999998,3.238015104367025,-1.604296915523847,50.7119,-99.53,MCCREARY,1.0040248989628033,239.15704345703125
729,576,239.64999999999998,3.2973173390410704,-8.779173353024989,50.022,-110.719,MEDICINE HAT A COMPOSITE,0.9829823641275407,242.25489807128906
729,1213,244.24999999999997,3.3020657185607187,19.387549788287743,47.1578,-67.8319,ST LEONARD A COMPOSITE,0.9909805850215536,244.91212463378906
731,521,241.24999999999997,3.392853431562612,-11.240696431515284,49.6275,-114.48200000000001,CROWSNEST,0.9966905486164583,240.5181427001953
732,1263,248.74999999999997,3.419170347604767,21.608220895106566,46.4303,-64.7681,BUCTOUCHE CDA CS,0.9887729989788734,249.981201171875
734,1183,246.34999999999997,3.5026325469840005,18.071611554798213,47.8058,-69.5486,RIVIERE-DU-LOUP,1.0086285242501059,242.6957550048828
735,502,247.04999999999998,3.5715594149337595,-12.06538588634602,49.6122,-115.78200000000001,CRANBROOK A,1.026647171251232,239.1137237548828
735,1139,240.24999999999997,3.5858890255644726,16.122340479606144,48.5167,-72.2667,ROBERVAL A,0.9923269495533366,240.57443237304688
735,1315,253.02499999999998,3.5504531204191316,23.905245644814915,45.6084,-61.6797,TRACADIE,0.9770225184796537,257.33551025390625
736,1157,239.45499999999998,3.6254941753179493,16.906447140250897,48.3072,-71.1292,LATERRIERE,0.9869619156167995,241.08177185058594
736,1281,249.04999999999998,3.631858308369431,22.414812996378107,46.3028,-63.5756,MAPLE PLAINS,0.9811403114815879,252.229736328125
737,534,241.64999999999998,3.6421323328406863,-10.62702051987502,50.0036,-113.639,CLARESHOLM,0.9905205887616859,242.4176025390625
737,731,238.14999999999998,3.6379372702178405,-1.9207989384728106,51.1002,-100.0535,DAUPHIN A COMPOSITE,0.9909664443541434,238.7989959716797
737,1158,240.74999999999997,3.677953743438618,16.97946760951628,48.3333,-71.0,BAGOTVILLE A,0.9923676043846202,241.0652313232422
737,1160,240.14999999999998,3.662019493356082,17.041652278761006,48.2981,-70.9195,LA BAIE,0.9893378882786595,241.20083618164062
737,1256,247.95,3.6767683756974234,21.31198319515317,46.7833,-65.0167,KOUCHIBOUGUAC CS,0.9888202720415242,249.1653289794922
738,1276,250.95,3.684710788877479,22.195185432129644,46.44,-63.8349,SUMMERSIDE A COMPOSITE,0.9933666822611256,251.02586364746094
739,713,237.74999999999997,3.760196423505861,-2.739158794258717,51.1833,-101.363,ROBLIN,0.9924492547454412,238.04171752929688
739,1248,246.45,3.765619739795685,20.940153426022277,47.00945,-65.4664,MIRAMICHI A COMPOSITE,0.9873914384367167,248.016357421875
739,1287,250.45,3.745334014783396,22.703007279034583,46.2886,-63.1286,CHARLOTTETOWN A,0.9832994360604517,253.0906524658203
740,1052,236.45,3.7789908287096394,12.297692079301934,49.7578,-77.7931,MATAGAMI,0.9870660812144245,238.03123474121094
741,387,269.84999999999997,3.8239210122061644,-17.15789936957119,48.4133,-123.325,VICTORIA GONZALES CS,1.0402308903048627,257.77069091796875
741,388,271.75,3.8131068639334633,-17.091967087770012,48.4246,-123.226,DISCOVERY ISLAND,1.0475479094754292,257.7724609375
741,1133,235.24999999999997,3.8382573925206396,15.845783579360823,48.8417,-72.5469,NORMANDIN,0.9761218110798554,239.4784698486328
742,385,269.95,3.866425232576927,-17.22336588045333,48.431999999999995,-123.439,ESQUIMALT HARBOUR,1.0402182251883842,257.8693542480469
742,387,269.75,3.860863145810521,-17.13098660583699,48.457,-123.305,VICTORIA UNIVERSITY CS,1.0395362507822132,257.84735107421875
742,630,239.74999999999997,3.8673502491107055,-6.388839086316044,50.95,-107.15,LUCKY LAKE,0.9933658547128527,239.8226776123047
742,697,236.95,3.887198018830976,-3.42540834014595,51.2667,-102.46700000000001,YORKTON A,0.991158900838325,237.54959106445312
743,378,270.75,3.920431847725504,-17.544311929153427,48.3767,-123.921,SHERINGHAM POINT,1.0375922324200586,259.2881164550781
744,562,240.24999999999997,3.9532646939536473,-9.393077020352104,50.5553,-111.84899999999999,BROOKS,0.9854655063472908,242.2494659423828
745,385,266.15,4.021212779396035,-17.233218807834255,48.5749,-123.53,MALAHAT,1.02477000780868,258.072021484375
745,639,238.24999999999997,4.004028274264496,-6.011103315258324,51.1333,-106.583,ELBOW CS,0.9894138967172615,239.27413940429688
746,387,268.65,4.066814708077395,-17.144251143372646,48.6472,-123.426,VICTORIA INT'L A,1.0340957916264586,258.14691162109375
746,447,258.65799999999996,4.074800059239958,-14.502483686793461,49.4631,-119.602,PENTICTON A,1.072592372121198,239.62496948242188
746,597,237.64999999999998,4.042323964101323,-7.864251449612356,50.9095,-109.501,LEADER AIRPORT,0.9814553343700059,240.60693359375
748,870,236.84999999999997,4.133883041177155,4.2317050546339585,51.4492,-90.2178,PICKLE LAKE (AUT),0.9938236286756859,236.8126678466797
749,405,264.25,4.198174141908334,-16.35606704872496,49.0253,-122.36,ABBOTSFORD A,1.0319577615836188,254.44500732421875
749,447,257.34999999999997,4.1788700064708015,-14.503447269573998,49.5626,-119.649,SUMMERLAND CS,1.0660137487852754,239.884521484375
749,658,237.64999999999998,4.190016549970016,-5.148031551390762,51.4167,-105.25,LAST MOUNTAIN CS,0.9927369685608634,237.8726348876953
750,434,245.34999999999997,4.247462226064249,-15.068282827752846,49.465,-120.51,PRINCETON CS,1.003253903290924,243.00547790527344
750,1302,252.95,4.229885830842323,23.34764067717972,46.46,-61.9883,EAST POINT (AUT),0.9783478383583102,256.9107360839844
751,399,266.54999999999995,4.28007966625976,-16.62260391293486,49.0181,-122.78399999999999,WHITE ROCK CAMPBELL SCIENTIFIC,1.0358057119229562,255.70619201660156
751,415,263.75,4.282087444883862,-15.91382619343588,49.2431,-121.76,AGASSIZ RCS,1.048999581802829,249.8377227783203
752,1092,234.95,4.314826475256753,14.041572275934413,49.8225,-74.9753,CHAPAIS,0.9832405235734292,237.4414520263672
752,1098,235.95,4.341123900397775,14.331937270448247,49.7667,-74.5333,CHIBOUGAMAU CHAPAIS A,0.9859956842126576,237.78575134277344
754,633,240.34999999999997,4.388030623549306,-6.257256460178759,51.4833,-107.05,OUTLOOK PFRA,0.9997692550928123,238.8829803466797
755,392,268.65,4.47352735039697,-16.91660692542191,49.1059,-123.303,SANDHEADS CS,1.0427403853224562,256.0068054199219
755,402,264.45,4.440452463283688,-16.502915772943545,49.2083,-122.69,PITT MEADOWS CS,1.0365956185779461,253.49830627441406
755,657,237.60299999999998,4.448566909522275,-5.214211817459767,51.6667,-105.4,WATROUS EAST,0.9933525614276675,237.67820739746094
755,674,237.04999999999998,4.473443711760957,-4.46219952097385,51.7667,-104.2,WYNYARD (AUT) COMPOSITE,0.9942733142619739,236.9054412841797
755,1227,245.95,4.445044420877726,20.023108968557214,47.98665,-66.33375,CHARLO A COMPOSITE,0.9971958453457083,245.0796356201172
757,395,265.54999999999995,4.531847882450481,-16.812356613135417,49.195,-123.182,VANCOUVER INT'L A,1.0341764447852801,255.14820861816406
