ilocy,ilocx,TJul2.5 (degC),rlat,rlon,lat,lon,station_name,ratio,model_vals
552,1011,303.84999999999997,-4.5177895001951045,10.457750487409273,42.0333,-82.9,HARROW CDA AUTO,0.9894990339211946,308.300048828125
552,1017,302.54999999999995,-4.549355282510455,10.75262827580764,41.9486,-82.5189,POINT PELEE CS,0.986173577166846,308.01617431640625
558,1009,305.02,-4.286848910227873,10.373390404111557,42.2756,-82.9556,WINDSOR A,0.9936289384789022,308.2008361816406
565,1026,303.15,-3.96806270606981,11.12134986160888,42.45,-81.8833,RIDGETOWN RCS,0.9903737913094675,307.318115234375
579,1046,303.84999999999997,-3.3628448895127754,11.999925006386508,42.8667,-80.55,DELHI CS,0.9948213565787924,306.650634765625
580,1035,302.84999999999997,-3.2901926502243564,11.534742416339043,43.0332,-81.15055,LONDON CS COMPOSITE,0.9900991523142536,307.0991516113281
587,1054,303.75,-2.9689855230488806,12.37546741076384,43.1717,-79.9342,HAMILTON A,0.9952130998926223,306.4290466308594
590,1054,304.95,-2.847748537093577,12.367862378820393,43.2917,-79.9083,HAMILTON RBG CS,0.999518789337914,306.31439208984375
592,1065,302.25,-2.777024958427152,12.868782847614893,43.25,-79.2167,PORT WELLER (AUT),0.9900210148011741,306.5149230957031
595,1023,301.04999999999995,-2.652732378466715,10.985487811987579,43.7667,-81.7167,GODERICH,0.9843143310271397,307.0679931640625
596,1044,302.25,-2.5766172477994584,11.930342238677156,43.65,-80.4167,ELORA RCS,0.990718886084102,306.29901123046875
599,1061,301.75,-2.437739396813662,12.657206982834726,43.62805,-79.39555,TORONTO ISLAND A COMPOSITE,0.989230382721406,306.25244140625
600,1057,304.25,-2.4275243009702034,12.480315141272046,43.6772,-79.6306,TORONTO LESTER B. PEARSON INT'L A,0.9978482579659301,306.1228942871094
600,1060,304.04999999999995,-2.4007826199030635,12.645432657636889,43.6667,-79.4,TORONTO CITY,0.9969130524068259,306.2086486816406
603,1037,301.54999999999995,-2.300804570575231,11.625346633334846,43.9833,-80.75,MOUNT FOREST (AUT),0.9881709947325598,306.3775634765625
605,1060,304.54999999999995,-2.2053809803339703,12.62287891217746,43.8622,-79.37,TORONTO BUTTONVILLE A,0.9989309548695583,306.0926208496094
611,1051,303.04999999999995,-1.9090728517835933,12.250936972318437,44.2333,-79.7833,EGBERT CS,0.9947387727139749,305.86865234375
611,1078,298.65,-1.9198534980984727,13.446682564305245,43.95,-78.1667,COBOURG (AUT),0.9793528766802013,306.1632385253906
613,1095,298.84999999999997,-1.8540076319615553,14.186073428531435,43.8333,-77.15,POINT PETRE (AUT),0.982595885709817,305.35711669921875
616,1043,302.25,-1.7154697341383163,11.8907013659687,44.5,-80.2167,COLLINGWOOD,0.9936565507985384,305.3934631347656
617,1087,302.54999999999995,-1.647919910661428,13.848380542642577,44.1167,-77.5333,TRENTON A,0.994715472273619,305.37115478515625
618,1028,301.04999999999995,-1.6065279350677362,11.219407227076683,44.7458,-81.1072,WIARTON A,0.9909825318448985,305.00177001953125
618,1054,302.24249999999995,-1.628527286900477,12.358775206404447,44.4833,-79.55,BARRIE-ORO,0.9941414259968845,305.2369384765625
619,1074,303.65,-1.553976091417733,13.258761953577883,44.35,-78.3,PETERBOROUGH TRENT U,0.9980710933170827,305.45098876953125
620,1059,300.54999999999995,-1.5131887286064079,12.576260729874983,44.5472,-79.2167,LAGOON CITY,0.9891841346190793,305.0487976074219
635,1042,300.75,-0.864689730664254,11.829329505586019,45.3442,-80.0442,PARRY SOUND CCG,0.9991209849353833,302.21588134765625
637,1077,302.25,-0.7819622248401432,13.376963697208172,45.0714,-77.8789,BANCROFT AUTO,0.9988629060231737,303.8016662597656
639,1000,300.54999999999995,-0.6883970505338951,9.992710779507949,45.8833,-82.5667,GORE BAY A,0.9962915474089598,302.87261962890625
644,1112,303.25,-0.4461626144289343,14.929598665935082,45.0,-75.6333,KEMPTVILLE CS,0.997653307484091,305.1763610839844
647,968,301.34999999999997,-0.3282026503152139,8.56463998274487,46.4833,-84.5094,SAULT STE MARIE A,0.9965102563082326,303.6121520996094
651,1109,303.15,-0.14229068458931268,14.818651720335906,45.3225,-75.6692,OTTAWA MACDONALD-CARTIER INT'L A,0.998139399493227,304.9271545410156
653,1132,303.15,-0.06746642402228695,15.808409118577105,45.1208,-74.2894,ST-ANICET 1,0.9978318167059848,305.0211486816406
657,1141,302.54999999999995,0.1010906457365428,16.207356591627608,45.1672,-73.6789,STE-CLOTILDE,0.996268956185555,304.8949890136719
658,1081,303.125,0.16636607784747412,13.543748046258958,45.95,-77.3167,PETAWAWA A,1.0013820797054058,303.9146728515625
658,1154,301.84999999999997,0.14685930964715913,16.805827936033086,45.0333,-72.85,FRELIGHSBURG,0.9976429222839263,303.7706298828125
660,1046,300.65,0.2247059616752298,12.02855117692835,46.3636,-79.4228,NORTH BAY A,0.9955211408785349,303.2078552246094
661,1024,301.95,0.27785930544065024,11.04782465123829,46.6256,-80.7978,SUDBURY A,1.0005998924573205,302.9732666015625
661,1135,302.75,0.29875596700283863,15.963370852402406,45.4272,-73.9292,STE-ANNE-DE-BELLEVUE 1,0.9956418770262994,305.2886962890625
661,1145,302.54999999999995,0.2903801318541239,16.391939646159297,45.2939,-73.3494,L'ACADIE,0.9958773156397739,305.014892578125
663,1107,301.75,0.3596178026937318,14.694185981330756,45.8394,-75.6481,HIGH FALLS,0.9975144419195123,303.7091064453125
663,1138,302.54999999999995,0.3743888073311632,16.07486218754315,45.46725,-73.74585,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A COMPOSITE,0.9947097066484737,305.3729248046875
664,1140,302.65,0.4443307640007551,16.175667448413403,45.5047,-73.5792,MCTAVISH,0.9948570377640964,305.4286193847656
665,1279,291.65,0.4811565488031293,22.31106611525627,43.4508,-65.4717,BACCARO PT,0.9785556771547265,299.230712890625
666,1132,302.04999999999995,0.5070676872066261,15.82450983689447,45.6667,-74.0333,MONTREAL/MIRABEL INT'L A,0.9949682739079161,304.7890319824219
666,1142,303.15,0.48964401105371524,16.280800318877034,45.5171,-73.4168,MONTREAL/ST-HUBERT A COMPOSITE,0.9968614785031819,305.31805419921875
668,1049,302.15,0.6116695306403618,12.166449577432108,46.7097,-79.1011,BARRAGE TEMISCAMINGUE,1.0007119879154933,303.1399841308594
669,1266,295.84999999999997,0.6616967255468574,21.753266688790557,43.8308,-66.0886,YARMOUTH A,0.9933201502565068,299.02813720703125
670,1142,302.75,0.6947422191111929,16.24677900758758,45.7231,-73.3767,VARENNES,0.9964056382780679,305.0546875
670,1167,301.95,0.6886805319462729,17.390734475406397,45.3689,-71.8236,LENNOXVILLE,1.0030293103316263,302.23944091796875
671,1099,302.15,0.7156331962537236,14.348255532286624,46.2747,-75.9919,MANIWAKI AIRPORT,1.0004487143499339,303.2197570800781
672,1140,302.84999999999997,0.7652575197208127,16.182646599358296,45.8094,-73.4347,L'ASSOMPTION,0.9984259624833045,304.5379638671875
672,1169,301.4025,0.7807929838028224,17.463999638422727,45.4333,-71.6833,SHERBROOKE A,1.0020094767168566,301.99847412109375
673,1122,301.65,0.8000267506142459,15.358025625125332,46.0803,-74.5558,ST-JOVITE,1.0014690154070862,302.4095764160156
673,1126,300.65,0.8244980392844867,15.547958374592634,46.05,-74.2833,STE AGATHE DES MONTS,0.9973145075023119,302.6626281738281
677,1258,294.04999999999995,1.0130631992300436,21.40976422531739,44.2858,-66.3467,BRIER ISLAND,0.9879440920876057,298.82611083984375
679,959,297.54999999999995,1.1072814606393633,8.146944438375767,47.9667,-84.7833,WAWA (AUT),0.9903068820036088,301.6614990234375
680,890,301.54999999999995,1.1206948848156557,5.08967868562008,48.3694,-89.3272,THUNDER BAY A COMPOSITE,0.9952353218393727,304.2028503417969
682,1286,296.95,1.2052549376769126,22.638199832678378,43.99,-64.6642,WESTERN HEAD,0.9971076446949374,298.9998779296875
684,1149,301.45,1.324199050408167,16.57320591671965,46.2258,-72.6572,NICOLET,0.9963912546068118,303.7491760253906
684,1248,298.75,1.2872699655585567,20.949284627149368,44.7121,-66.8019,GRAND MANAN SAR CS,0.9988665832805105,300.2825927734375
686,854,301.65,1.3834345065619407,3.5392528701002495,48.7611,-91.6281,ATIKOKAN (AUT),0.9902504782766977,305.8355712890625
687,1274,301.75,1.434103189847353,22.120804518571795,44.4031,-65.2031,KEJIMKUJIK 1,1.0103673628341725,299.8456115722656
689,766,302.75,1.5321233667437582,-0.36729378923272993,49.0308,-97.56,GRETNA (AUT),0.9783933144999137,310.6707763671875
689,795,302.04999999999995,1.5318919790453405,0.9194384967178424,49.0236,-95.5983,SPRAGUE,0.980704387284268,309.2220458984375
689,1157,301.75,1.5250089118547172,16.941728866058813,46.3036,-72.0608,LEMIEUX,1.0004660960740621,302.8130798339844
690,934,295.75,1.574749328215675,7.060568712750296,48.5883,-86.2947,PUKASKWA (AUT),0.98691188010029,300.8680725097656
691,1146,302.04999999999995,1.629841227873155,16.420695952523612,46.5633,-72.7333,SHAWINIGAN,1.0020893267883133,302.6231384277344
692,1288,296.84999999999997,1.649603054462942,22.733902481009608,44.36,-64.2961,LUNENBURG,0.9960422366041973,299.2189025878906
693,746,301.45,1.7062631912498636,-1.2453482523306831,49.191,-98.9049,PILOT MOUND (AUT),0.9782484649689968,309.382568359375
693,758,303.15,1.692542360181509,-0.7087051597006615,49.1876,-98.0839,MORDEN CDA CS,0.9817992564436547,310.0020751953125
693,1177,301.45,1.7124441297757003,17.80970706466286,46.205,-70.785,BEAUCEVILLE,1.003876617132724,301.4842834472656
693,1250,295.25,1.7154081076878958,21.04652747769824,45.0731,-66.4492,POINT LEPREAU CS,0.9861969921880416,300.5771484375
696,649,305.45,1.8530276791510933,-5.551048048175222,49.05,-105.48299999999999,CORONACH SPC,0.9919395901140466,309.16094970703125
696,716,302.65,1.847991952515984,-2.6003980818173,49.2813,-100.986,MELITA,0.9809987663833017,309.7433166503906
697,686,303.75,1.8662740844535828,-3.895667948011195,49.2167,-102.96700000000001,ESTEVAN A,0.9864262919931487,309.15863037109375
698,755,302.45,1.9070904135438949,-0.8589369087912421,49.3998,-98.3192,DEERWOOD RCS,0.9801671046463497,309.80126953125
699,902,301.04999999999995,1.9686975720163602,5.651807495974578,49.1539,-88.3447,CAMERON FALLS (AUT),0.9954096520924143,303.645263671875
700,618,306.34999999999997,2.0296618475819366,-6.918639867745951,49.0583,-107.586,VAL MARIE SOUTHEAST,0.9939551481264647,309.443115234375
700,642,303.75,2.0064448994585153,-5.860683129353336,49.1678,-105.979,ROCKGLEN (AUT),0.9882057531801484,308.6019287109375
700,759,302.54999999999995,2.002533166016492,-0.6691504847160616,49.4981,-98.0297,CARMAN U OF M CS,0.9792006678627726,310.2095642089844
701,744,302.25,2.0801589967613805,-1.3458944110379816,49.5622,-99.0739,CYPRESS RIVER RCS,0.9796030026472301,309.7746887207031
701,1273,301.95,2.0477520185861904,22.08183244528817,44.9833,-64.9167,GREENWOOD A,1.0104496058697654,300.0199279785156
702,1007,301.95,2.1028662985791216,10.272256140147682,48.5697,-81.3767,TIMMINS VICTOR POWER A,1.0003905000847717,303.03668212890625
702,1043,301.15,2.11790965152228,11.861579221272638,48.2458,-79.0342,ROUYN,0.9999171010063252,302.37689208984375
702,1046,301.75,2.120200427078108,11.998605728555281,48.2167,-78.8333,ROUYN A,1.0020796106592826,302.32550048828125
702,1256,298.65,2.0923818993230565,21.32172942210499,45.3181,-65.8856,SAINT JOHN A,1.000525117698633,299.6844787597656
702,1297,297.59999999999997,2.105532323946771,23.136471694656038,44.615275,-63.522475,MCNABS ISLAND (AUT),1.0005849778728206,298.61297607421875
703,1062,301.25,2.1295758090215102,12.715646487269279,48.0564,-77.7867,VAL-D'OR A,1.000611072404875,302.26751708984375
703,1164,301.54999999999995,2.1447730555135602,17.22765924548009,46.8018,-71.3825,QUEBEC/JEAN LESAGE INTL A COMPOSITE,1.0046279977168597,301.3587341308594
703,1165,301.65,2.14518437871605,17.296210159902433,46.7803,-71.2875,STE-FOY (U. LAVAL),1.0048126933635533,301.40325927734375
705,1166,302.75,2.2186124972632277,17.336633694257245,46.8369,-71.1972,BEAUPORT,1.0094402615363838,301.1156005859375
705,1279,301.75,2.245163530071908,22.330642996726787,45.0667,-64.4833,KENTVILLE CDA CS,1.0081049767513517,300.5185241699219
707,813,301.65,2.3191516259454263,1.7019727769211224,49.7903,-94.3653,KENORA A,0.987198145247841,306.78118896484375
708,576,306.54999999999995,2.3773939182474364,-8.775282388866069,49.1167,-110.46700000000001,ONEFOUR CDA,1.0026478114304263,306.9606018066406
708,675,303.75,2.392352772509108,-4.39599211308612,49.7,-103.8,WEYBURN,0.9880193320048527,308.66015625
708,773,303.65,2.3883694702034233,-0.08344225224319311,49.8883,-97.1294,WINNIPEG THE FORKS,0.982051100798056,310.4337463378906
708,1295,300.25,2.353824406162802,23.043207937173968,44.88,-63.5,HALIFAX STANFIELD INT'L A,1.007523357582299,299.197265625
709,740,302.25,2.4288455569653005,-1.5193890618839296,49.9058,-99.3574,CARBERRY CS,0.9814942072807844,309.17779541015625
709,756,302.84999999999997,2.4082966955206366,-0.8221754174048094,49.90155,-98.2754,PORTAGE SOUTHPORT A COMPOSITE,0.98048095328331,310.1116943359375
709,771,302.84999999999997,2.4169256900823712,-0.15035553299554535,49.9167,-97.2333,WINNIPEG RICHARDSON INT'L A,0.9794198718770258,310.4476623535156
709,1242,302.45,2.43287210946596,20.693436425000755,45.8705,-66.53255,FREDERICTON A COMPOSITE,1.0079480172536943,301.2625732421875
710,732,302.34999999999997,2.4461289022730366,-1.9022360052764455,49.91,-99.9519,BRANDON A,0.9828968971299565,308.8387145996094
711,1240,303.54999999999995,2.488051035602571,20.57950507371926,45.9642,-66.6547,FREDERICTON AQUATIC CENTRE C/S,1.0116142986019534,301.262451171875
712,599,302.95,2.537436513099903,-7.770754446701081,49.4378,-108.98899999999999,EASTEND CYPRESS (AUT),0.9888156592462911,307.59930419921875
712,644,304.3225,2.5616572968723665,-5.774769190126448,49.7292,-105.946,ASSINIBOIA AIRPORT,0.9923711419033605,307.88580322265625
712,1109,299.95,2.554484863956163,14.795047971056874,47.9222,-74.6242,PARENT,1.0020176538285834,300.5406494140625
712,1171,301.04999999999995,2.5392780243252058,17.527497992979473,47.0786,-70.7808,CAP-TOURMENTE,1.0054253573721996,300.6204528808594
712,1355,293.45,2.558199415687226,25.705259485464225,43.9322,-60.0094,SABLE ISLAND,0.9898690235762331,297.6364440917969
713,1268,297.75,2.605983214039064,21.81846865676879,45.6,-64.95,FUNDY PARK (ALMA) CS,0.9993233990829635,299.1406555175781
715,754,302.04999999999995,2.69047932872118,-0.8860081616431726,50.1826,-98.3822,DELTA MARSH CS,0.9776940901888258,310.17413330078125
715,788,302.04999999999995,2.6808083374383638,0.5996210592201111,50.1772,-96.0647,PINAWA,0.9811929217327368,309.0680847167969
715,921,300.95,2.703334463357099,6.489334819136607,49.7828,-86.9306,GERALDTON A,0.9973392419270593,302.9571228027344
716,848,301.65,2.724053173483273,3.2714077284853,50.1167,-91.9,SIOUX LOOKOUT A,0.9933462041821917,304.8824462890625
716,1309,300.45,2.745014568619623,23.65676532780182,44.9833,-62.4833,MALAY FALLS,1.0115382813630331,298.2082214355469
717,592,300.95,2.791091450100094,-8.07580326635713,49.6406,-109.514,CYPRESS HILLS PARK,0.9839553935408459,307.0779724121094
717,987,301.45,2.791706214675361,9.415332080574757,49.41015,-82.45555,KAPUSKASING A COMPOSITE,0.9978024580799267,303.319580078125
718,528,302.45,2.812988203747359,-10.92062877066302,49.1311,-113.809,WATERTON PARK GATE,1.00694461946233,301.5627746582031
718,536,303.95,2.8090390132346363,-10.571265786085739,49.2006,-113.286,CARDSTON,1.0021611678270157,304.5049133300781
720,1161,296.84999999999997,2.8986000488602337,17.08311893214299,47.5622,-71.2289,L'ETAPE,0.9968327035507716,298.98162841796875
721,1179,300.65,2.968983998361158,17.9164480090112,47.3558,-70.0319,LA POCATIERE,1.0030318294554226,300.93743896484375
722,694,302.04999999999995,2.995535908365118,-3.5550168868492085,50.3681,-102.571,BROADVIEW,0.9855460438254738,307.70294189453125
722,723,300.75,3.008132497519388,-2.2962437089641146,50.4549,-100.603,SHOAL LAKE CS,0.9825281519820063,307.3196716308594
722,760,300.25,3.003904372048266,-0.6603151832297092,50.4995,-98.0367,OAKPOINT MARINE,0.9718835167091717,310.1690979003906
723,594,304.95,3.044682502865987,-8.003292419347964,49.9025,-109.46600000000001,MAPLE CREEK,0.9953052589137502,307.61114501953125
724,564,304.65,3.098854685759743,-9.295091002394907,49.7342,-111.45,BOW ISLAND,0.9931024415021669,307.99017333984375
725,651,304.34999999999997,3.1327570583551307,-5.455457263620255,50.3325,-105.5525,MOOSE JAW A COMPOSITE,0.9933269554285364,307.6173400878906
725,774,301.15,3.1333061845638013,-0.024710481891489902,50.6333,-97.0389,GIMLI COMPOSITE,0.9764301402330724,309.6502380371094
725,1267,301.15,3.143485364303546,21.790230230835956,46.1053,-64.6838,MONCTON A,1.0064368111926492,300.4180908203125
726,489,306.04999999999995,3.170292165436488,-12.649333957750157,49.0817,-116.501,CRESTON CAMPBELL SCIENTIFIC,1.0205981908300668,301.06988525390625
726,545,304.15,3.16518878430455,-10.173529005346774,49.6303,-112.8,LETHBRIDGE A,0.9968607186343728,306.325439453125
726,664,303.65,3.1741915710209807,-4.882522538616095,50.4333,-104.667,REGINA RCS COMPOSITE,0.9910970857025465,307.600341796875
726,732,300.54999999999995,3.190349735680813,-1.8675357401014678,50.655,-99.9419,WASAGAMING,0.9831900801446113,306.9085388183594
726,829,301.34999999999997,3.188937835040126,2.3995117841802442,50.6306,-93.2214,EAR FALLS (AUT),0.9914842511902069,305.1512145996094
727,545,304.54999999999995,3.2242799425895714,-10.139555795803165,49.695,-112.76700000000001,LETHBRIDGE CDA,0.9981266851501379,306.3392639160156
727,679,301.65,3.2308577774768055,-4.226503991244114,50.55,-103.65,INDIAN HEAD CDA,0.9851484896003411,307.4194641113281
727,781,301.15,3.2007662956617806,0.2748711630557643,50.7,-96.5667,VICTORIA BEACH (AUT),0.9801425926391704,308.4773864746094
728,620,303.48999999999995,3.239737027524128,-6.847848201400332,50.2667,-107.73299999999999,SWIFT CURRENT CDA,0.9912891527583851,307.3786926269531
728,621,303.54999999999995,3.2683382675249013,-6.811573228356857,50.3,-107.68299999999999,SWIFT CURRENT A,0.9914048118610539,307.4035949707031
728,738,302.53749999999997,3.238015104367025,-1.604296915523847,50.7119,-99.53,MCCREARY,0.9864475399310577,307.91790771484375
729,576,305.34999999999997,3.2973173390410704,-8.779173353024989,50.022,-110.719,MEDICINE HAT A COMPOSITE,0.9970209825014795,307.4845886230469
729,1213,300.84999999999997,3.3020657185607187,19.387549788287743,47.1578,-67.8319,ST LEONARD A COMPOSITE,1.0045699737839036,300.6765441894531
731,471,307.95,3.4054207760822335,-13.42696425884179,49.1119,-117.73899999999999,WARFIELD RCS,1.0235867680735697,302.0544738769531
731,521,301.75,3.392853431562612,-11.240696431515284,49.6275,-114.48200000000001,CROWSNEST,1.0094171567006323,300.12786865234375
731,1299,300.04999999999995,3.3983083590013163,23.20151034990656,45.7667,-62.6833,CARIBOU POINT (AUT),1.0040571038294674,300.0301818847656
732,1263,301.84999999999997,3.419170347604767,21.608220895106566,46.4303,-64.7681,BUCTOUCHE CDA CS,1.007448023859162,300.81414794921875
733,556,304.65,3.4919469342595337,-9.668283227416524,50.05,-112.133,VAUXHALL CDA CS,0.9951506792350536,307.35626220703125
734,1183,298.8425,3.5026325469840005,18.071611554798213,47.8058,-69.5486,RIVIERE-DU-LOUP,0.9960078542612811,301.2377014160156
735,502,304.75,3.5715594149337595,-12.06538588634602,49.6122,-115.78200000000001,CRANBROOK A,1.0222104277096042,299.3182067871094
735,1139,301.15,3.5858890255644726,16.122340479606144,48.5167,-72.2667,ROBERVAL A,1.0050205674211243,300.8414306640625
735,1315,300.34999999999997,3.5504531204191316,23.905245644814915,45.6084,-61.6797,TRACADIE,1.0083635072886983,299.04754638671875
736,446,308.54999999999995,3.6280316709637113,-14.524794319905412,49.0283,-119.441,OSOYOOS CS,1.0233490570501242,302.7132873535156
736,1281,299.45,3.631858308369431,22.414812996378107,46.3028,-63.5756,MAPLE PLAINS,1.0004172362474721,300.5196533203125
737,534,303.54999999999995,3.6421323328406863,-10.62702051987502,50.0036,-113.639,CLARESHOLM,1.004398070148722,303.4269104003906
737,731,302.45,3.6379372702178405,-1.9207989384728106,51.1002,-100.0535,DAUPHIN A COMPOSITE,0.9885248379856197,307.1819763183594
737,1158,301.65,3.677953743438618,16.97946760951628,48.3333,-71.0,BAGOTVILLE A,1.0100762182707026,299.8326416015625
737,1160,301.15,3.662019493356082,17.041652278761006,48.2981,-70.9195,LA BAIE,1.0087700550018686,299.7232360839844
737,1256,303.25,3.6767683756974234,21.31198319515317,46.7833,-65.0167,KOUCHIBOUGUAC CS,1.0110953907256746,301.1191711425781
738,480,305.34999999999997,3.6986872256867462,-13.054626387464916,49.4914,-117.305,NELSON CS,1.0218915465647653,300.0010986328125
738,1276,299.25,3.684710788877479,22.195185432129644,46.44,-63.8349,SUMMERSIDE A COMPOSITE,0.9991762925016052,300.6919250488281
739,713,300.84999999999997,3.760196423505861,-2.739158794258717,51.1833,-101.363,ROBLIN,0.9847871111219333,306.7166748046875
739,1248,302.54999999999995,3.765619739795685,20.940153426022277,47.00945,-65.4664,MIRAMICHI A COMPOSITE,1.0088609370662862,301.0894775390625
739,1287,299.65,3.745334014783396,22.703007279034583,46.2886,-63.1286,CHARLOTTETOWN A,1.0016329388784826,300.3553771972656
740,1052,300.84999999999997,3.7789908287096394,12.297692079301934,49.7578,-77.7931,MATAGAMI,1.0024590504379787,301.3096923828125
741,387,296.45,3.8239210122061644,-17.15789936957119,48.4133,-123.325,VICTORIA GONZALES CS,0.9930569787227376,299.7139892578125
741,388,294.84999999999997,3.8131068639334633,-17.091967087770012,48.4246,-123.226,DISCOVERY ISLAND,0.9870933984046638,299.8973388671875
741,532,300.54999999999995,3.85105874325573,-10.741917600772846,50.1833,-113.883,STAVELY AAFC,0.9986690457432664,302.1515808105469
741,1133,300.34999999999997,3.8382573925206396,15.845783579360823,48.8417,-72.5469,NORMANDIN,1.00211622784592,300.9118347167969
742,385,294.54999999999995,3.866425232576927,-17.22336588045333,48.431999999999995,-123.439,ESQUIMALT HARBOUR,0.9869296634041242,299.64190673828125
742,697,301.75,3.887198018830976,-3.42540834014595,51.2667,-102.46700000000001,YORKTON A,0.9862607739466064,307.174560546875
743,378,293.15,3.920431847725504,-17.544311929153427,48.3767,-123.921,SHERINGHAM POINT,0.9846033462421248,298.92230224609375
744,386,301.80499999999995,3.9669161304813976,-17.202327127922683,48.5338,-123.459,VICTORIA HARTLAND CS,1.0099970457419005,300.0102233886719
744,562,304.54999999999995,3.9532646939536473,-9.393077020352104,50.5553,-111.84899999999999,BROOKS,0.9944081521762768,307.48480224609375
745,385,300.84999999999997,4.021212779396035,-17.233218807834255,48.5749,-123.53,MALAHAT,1.0066748571632964,300.0478515625
745,639,303.54999999999995,4.004028274264496,-6.011103315258324,51.1333,-106.583,ELBOW CS,0.9924692061596488,307.07391357421875
746,387,299.15,4.066814708077395,-17.144251143372646,48.6472,-123.426,VICTORIA INT'L A,1.0008609681505052,300.0854797363281
746,447,305.84999999999997,4.074800059239958,-14.502483686793461,49.4631,-119.602,PENTICTON A,1.019846267538698,301.094970703125
746,597,304.84999999999997,4.042323964101323,-7.864251449612356,50.9095,-109.501,LEADER AIRPORT,0.9931391676009846,308.18096923828125
746,1294,300.75,4.050689586418005,22.98365073703906,46.4503,-62.5758,ST. PETERS,1.0059517592200453,300.1637268066406
747,394,298.1275,4.113870510243994,-16.861279139610314,48.7839,-123.045,SATURNA ISLAND CS,0.9973150542039317,300.1230773925781
748,870,300.95,4.133883041177155,4.2317050546339585,51.4492,-90.2178,PICKLE LAKE (AUT),0.9963980770876754,303.2432861328125
749,405,302.25,4.198174141908334,-16.35606704872496,49.0253,-122.36,ABBOTSFORD A,1.007710741681534,301.1342468261719
749,447,306.45,4.1788700064708015,-14.503447269573998,49.5626,-119.649,SUMMERLAND CS,1.021949076687083,301.06488037109375
749,658,302.34999999999997,4.190016549970016,-5.148031551390762,51.4167,-105.25,LAST MOUNTAIN CS,0.9905839845317224,306.44207763671875
750,434,306.25,4.247462226064249,-15.068282827752846,49.465,-120.51,PRINCETON CS,1.0287875055819475,298.8684997558594
750,1302,296.75,4.229885830842323,23.34764067717972,46.46,-61.9883,EAST POINT (AUT),0.9945873225988674,299.5556640625
751,399,297.4325,4.28007966625976,-16.62260391293486,49.0181,-122.78399999999999,WHITE ROCK CAMPBELL SCIENTIFIC,0.9908262700207436,301.3843078613281
751,415,303.25,4.282087444883862,-15.91382619343588,49.2431,-121.76,AGASSIZ RCS,1.015317359211002,299.8670349121094
752,1092,300.25,4.314826475256753,14.041572275934413,49.8225,-74.9753,CHAPAIS,1.0053272251514185,299.8508605957031
752,1098,300.34999999999997,4.341123900397775,14.331937270448247,49.7667,-74.5333,CHIBOUGAMAU CHAPAIS A,1.0062627089065046,299.671875
754,633,302.98999999999995,4.388030623549306,-6.257256460178759,51.4833,-107.05,OUTLOOK PFRA,0.9912454900241939,306.88580322265625
754,1193,295.65,4.416708703505286,18.502904398959508,48.5139,-68.4683,POINTE-AU-PERE (INRS),0.9855425414264058,301.1842346191406
755,392,295.45,4.47352735039697,-16.91660692542191,49.1059,-123.303,SANDHEADS CS,0.9838339148352911,301.5032043457031
755,402,303.25,4.440452463283688,-16.502915772943545,49.2083,-122.69,PITT MEADOWS CS,1.0094014052985534,301.62451171875
755,657,301.54999999999995,4.448566909522275,-5.214211817459767,51.6667,-105.4,WATROUS EAST,0.9889772974304821,306.1277770996094
755,674,301.25,4.473443711760957,-4.46219952097385,51.7667,-104.2,WYNYARD (AUT) COMPOSITE,0.988466391965478,305.9812927246094
