ilocy,ilocx,TwJul2.5 (degC),rlat,rlon,lat,lon,station_name,ratio,model_vals
727,679,295.65,3.2308577774768055,-4.226503991244114,50.55,-103.65,INDIAN HEAD CDA,0.9952988621130598,300.4043884277344
727,781,296.75,3.2007662956617806,0.2748711630557643,50.7,-96.5667,VICTORIA BEACH (AUT),0.9972470167946222,300.93304443359375
728,553,293.15,3.267530353212105,-9.822486970496383,49.8,-112.3,BARNWELL AGDM,0.9875724101939468,300.194580078125
728,620,293.84999999999997,3.239737027524128,-6.847848201400332,50.2667,-107.73299999999999,SWIFT CURRENT CDA,0.9892120709494115,300.4126281738281
728,621,292.95,3.2683382675249013,-6.811573228356857,50.3,-107.68299999999999,SWIFT CURRENT A,0.9861223196600304,300.430908203125
728,738,296.04999999999995,3.238015104367025,-1.604296915523847,50.7119,-99.53,MCCREARY,0.9963935114039512,300.4803466796875
729,530,291.54999999999995,3.2884978068758692,-10.821872555980061,49.6167,-113.81700000000001,BROCKET AGDM,0.9953641508154272,296.2190246582031
729,576,292.54999999999995,3.2973173390410704,-8.779173353024989,50.022,-110.719,MEDICINE HAT A COMPOSITE,0.9847401373630917,300.4418029785156
729,1213,294.65,3.3020657185607187,19.387549788287743,47.1578,-67.8319,ST LEONARD COMPOSITE,1.0063096082048362,296.11248779296875
731,471,292.04999999999995,3.4054207760822335,-13.42696425884179,49.1119,-117.73899999999999,WARFIELD RCS,1.0020514369930411,294.7467956542969
731,521,290.65,3.392853431562612,-11.240696431515284,49.6275,-114.48200000000001,CROWSNEST,0.9993091680796372,294.1388244628906
731,1299,294.95,3.3983083590013163,23.20151034990656,45.7667,-62.6833,CARIBOU POINT (AUT),1.00683736066348,296.25860595703125
732,547,293.25,3.420719141938451,-10.076854080447603,49.9,-112.73299999999999,IRON SPRINGS AGDM,0.9899975239592531,299.5613708496094
732,1203,294.75,3.424540786966939,18.982279408560863,47.4167,-68.3245,EDMUNDSTON,1.0078381452741836,295.76373291015625
732,1263,295.45,3.419170347604767,21.608220895106566,46.4303,-64.7681,BUCTOUCHE CDA CS,1.0063456564254405,296.90582275390625
733,556,293.84999999999997,3.4919469342595337,-9.668283227416524,50.05,-112.133,VAUXHALL CDA CS,0.9898230230982905,300.2272033691406
734,586,292.45,3.5091253913682428,-8.33325931119791,50.3069,-110.09100000000001,SCHULER AGDM,0.9811639061726714,301.4338073730469
734,1183,294.34999999999997,3.5026325469840005,18.071611554798213,47.8058,-69.5486,RIVIERE-DU-LOUP,1.003906171054353,296.5191955566406
734,1327,292.75,3.527571178938827,24.45827343914825,45.35,-60.9833,HART ISLAND (AUT),1.0018191695369998,295.5217590332031
735,502,290.65,3.5715594149337595,-12.06538588634602,49.6122,-115.78200000000001,CRANBROOK A,1.002143101052364,293.3070373535156
735,515,289.72249999999997,3.5657101082291334,-11.468205566868376,49.745,-114.884,SPARWOOD CS,1.0004678434367742,292.8606262207031
735,767,295.25,3.584645139984343,-0.3490100752920779,51.0834,-97.5545,FISHER BRANCH (AUT),0.9907526428745073,301.3745422363281
735,1139,294.65,3.5858890255644726,16.122340479606144,48.5167,-72.2667,ROBERVAL A,1.007199509156437,295.8508605957031
736,446,294.25,3.6280316709637113,-14.524794319905412,49.0283,-119.441,OSOYOOS CS,1.0071181993783165,295.47308349609375
736,1157,294.15,3.6254941753179493,16.906447140250897,48.3072,-71.1292,LATERRIERE,1.0087252337956865,294.902099609375
736,1281,294.65,3.631858308369431,22.414812996378107,46.3028,-63.5756,MAPLE PLAINS,1.0046689860143088,296.5960388183594
737,534,291.75,3.6421323328406863,-10.62702051987502,50.0036,-113.639,CLARESHOLM,0.9934105566616928,297.0051574707031
737,552,293.45,3.6601523349675427,-9.83133103464756,50.1833,-112.43299999999999,ENCHANT AGDM,0.9892098645655265,300.0043640136719
737,731,295.45,3.637650982133446,-1.9186062210436028,51.1,-100.05,DAUPHIN A,0.9956581789794127,300.09283447265625
737,1158,294.15,3.677953743438618,16.97946760951628,48.3333,-71.0,BAGOTVILLE A,1.0088144923046305,294.8760070800781
737,1160,294.75,3.662019493356082,17.041652278761006,48.2981,-70.9195,LA BAIE,1.0115019174690372,294.69244384765625
737,1256,295.65,3.6767683756974234,21.31198319515317,46.7833,-65.0167,KOUCHIBOUGUAC CS,1.0075411669607914,296.7542724609375
738,480,293.34999999999997,3.6986872256867462,-13.054626387464916,49.4914,-117.305,NELSON CS,1.011621047225468,293.2581787109375
738,1276,294.54999999999995,3.684710788877479,22.195185432129644,46.44,-63.8349,SUMMERSIDE COMPOSITE,1.003528815620633,296.8322448730469
739,713,295.65,3.760196423505861,-2.739158794258717,51.1833,-101.363,ROBLIN,0.9980867905343878,299.5652770996094
739,1181,289.25,3.7484116982840416,17.97742185410599,48.0689,-69.5556,ILE ROUGE,0.9869680620937112,296.3822326660156
739,1248,294.84999999999997,3.765619739795685,20.940153426022277,47.00945,-65.4664,MIRAMICHI RCS COMPOSITE,1.0057250133156148,296.4857177734375
739,1287,294.65,3.745334014783396,22.703007279034583,46.2886,-63.1286,CHARLOTTETOWN A,1.0051096521694505,296.46600341796875
740,1052,293.84999999999997,3.7789908287096394,12.297692079301934,49.7578,-77.7931,MATAGAMI,1.0019461720854952,296.5945739746094
740,1171,293.34999999999997,3.802860285901953,17.561084638260063,48.2603,-70.1144,POINTE CLAVEAU,1.0067540050348676,294.6759033203125
741,387,290.75,3.8239210122061644,-17.15789936957119,48.4133,-123.325,VICTORIA GONZALES CS,0.9970306758191113,294.9124450683594
741,532,290.65,3.85105874325573,-10.741917600772846,50.1833,-113.883,STAVELY AAFC,0.992716662644739,296.0921630859375
741,1133,294.31,3.8382573925206396,15.845783579360823,48.8417,-72.5469,NORMANDIN,1.0048709714045916,296.1942443847656
742,385,289.75,3.866425232576927,-17.22336588045333,48.431999999999995,-123.439,ESQUIMALT HARBOUR,0.9939466846693223,294.8100280761719
742,387,292.65,3.860863145810521,-17.13098660583699,48.457,-123.305,VICTORIA UNIVERSITY CS,1.0029288967758616,295.09393310546875
742,540,292.25,3.8753849419885085,-10.387030233865174,50.2819,-113.35,CHAMPION AGDM,0.9906430725670153,298.3453063964844
742,630,294.73749999999995,3.8673502491107055,-6.388839086316044,50.95,-107.15,LUCKY LAKE,0.9916351130727349,300.58367919921875
742,697,293.95,3.887198018830976,-3.42540834014595,51.2667,-102.46700000000001,YORKTON A,0.9900417227501652,300.2630310058594
743,378,290.75,3.920431847725504,-17.544311929153427,48.3767,-123.921,SHERINGHAM POINT,0.9994112825990827,294.2099609375
744,386,293.25,3.9669161304813976,-17.202327127922683,48.5338,-123.459,VICTORIA HARTLAND CS,1.0049218417189525,295.1125183105469
744,562,293.34999999999997,3.9532646939536473,-9.393077020352104,50.5553,-111.84899999999999,BROOKS,0.9871729761427432,300.52093505859375
745,385,292.15,4.021212779396035,-17.233218807834255,48.5749,-123.53,MALAHAT,1.0011208420560447,295.1217956542969
745,639,294.25,4.004028274264496,-6.011103315258324,51.1333,-106.583,ELBOW CS,0.9908991609716076,300.30938720703125
745,1257,294.25,3.995516434729008,21.33689764116577,47.0667,-64.8,POINT ESCUMINAC (AUT),1.0028035410017175,296.744384765625
746,387,291.04999999999995,4.066814708077395,-17.144251143372646,48.6472,-123.426,VICTORIA INT'L A,0.9973199782330205,295.131103515625
746,447,292.54999999999995,4.074800059239958,-14.502483686793461,49.4631,-119.602,PENTICTON A,1.0053561703543945,294.2808837890625
746,597,293.04999999999995,4.042323964101323,-7.864251449612356,50.9095,-109.501,LEADER AIRPORT,0.9839890995142242,301.18499755859375
747,394,292.84999999999997,4.113870510243994,-16.861279139610314,48.7839,-123.045,SATURNA ISLAND CS,1.0034563647049948,295.140380859375
748,870,293.65,4.133883041177155,4.2317050546339585,51.4492,-90.2178,PICKLE LAKE (AUT),0.9990396538224298,297.2550048828125
749,405,293.45,4.198174141908334,-16.35606704872496,49.0253,-122.36,ABBOTSFORD A,1.0045600845545388,295.4201354980469
749,447,292.34999999999997,4.1788700064708015,-14.503447269573998,49.5626,-119.649,SUMMERLAND CS,1.0047159592721937,294.26708984375
749,658,295.15,4.190016549970016,-5.148031551390762,51.4167,-105.25,LAST MOUNTAIN CS,0.9952686330431345,299.90545654296875
749,1268,295.04999999999995,4.205037104894355,21.842369722550792,47.0581,-63.9986,NORTH CAPE,1.0061006731061475,296.5760498046875
750,434,291.75,4.247462226064249,-15.068282827752846,49.465,-120.51,PRINCETON CS,1.0078255280303674,292.757080078125
750,561,292.95,4.2504422562418815,-9.465240944258065,50.8333,-112.05,ROSEMARY AGDM,0.9868426647239549,300.21160888671875
750,1302,294.34999999999997,4.229885830842323,23.34764067717972,46.46,-61.9883,EAST POINT (AUT),1.0057321795672023,295.9808349609375
751,399,292.95,4.28007966625976,-16.62260391293486,49.0181,-122.78399999999999,WHITE ROCK CAMPBELL SCIENTIFIC,1.0013910997558453,295.8500671386719
751,415,294.75,4.282087444883862,-15.91382619343588,49.2431,-121.76,AGASSIZ RCS,1.0138485826075276,294.0103454589844
751,1238,295.25,4.264025097535811,20.52416016276687,47.6292,-65.7483,BATHURST A,1.0083209445516053,296.12359619140625
752,1092,292.75,4.314826475256753,14.041572275934413,49.8225,-74.9753,CHAPAIS,1.0019834824376024,295.4732971191406
752,1098,293.04999999999995,4.341123900397775,14.331937270448247,49.7667,-74.5333,CHIBOUGAMAU CHAPAIS A,1.0033731998341042,295.3664245605469
753,420,293.95,4.344041357575525,-15.703325937890586,49.3667,-121.48299999999999,HOPE,1.0141861931441256,293.11474609375
754,633,294.45,4.388030623549306,-6.257256460178759,51.4833,-107.05,OUTLOOK PFRA,0.9920661549252682,300.1600036621094
754,1193,292.54999999999995,4.416708703505286,18.502904398959508,48.5139,-68.4683,POINTE-AU-PERE (INRS),0.9990082231123766,296.15081787109375
755,402,293.84999999999997,4.440452463283688,-16.502915772943545,49.2083,-122.69,PITT MEADOWS CS,1.0049975192923992,295.6940612792969
755,657,295.15,4.448566909522275,-5.214211817459767,51.6667,-105.4,WATROUS EAST,0.996016103586316,299.6803894042969
755,674,293.95,4.473443711760957,-4.46219952097385,51.7667,-104.2,WYNYARD COMPOSITE,0.9925438079752481,299.506103515625
755,1227,294.34999999999997,4.445044420877726,20.023108968557214,47.98665,-66.33375,CHARLO A COMPOSITE,1.0080779900528862,295.2920837402344
756,453,292.15,4.506705494696642,-14.223333606531087,49.9561,-119.37799999999999,KELOWNA A,1.0038185415020326,294.32867431640625
756,567,292.54999999999995,4.495893017200723,-9.19575838743062,51.1253,-111.705,POLLOCKVILLE AGDM,0.9855877834802274,300.18341064453125
757,395,292.04999999999995,4.531847882450481,-16.812356613135417,49.195,-123.182,VANCOUVER INT'L A,0.9987729903290394,295.71429443359375
757,477,294.04999999999995,4.535658879917492,-13.17156524054139,50.2694,-117.81700000000001,NAKUSP CS,1.0149509398987098,292.9935302734375
757,621,293.95,4.543253953489351,-6.782143420224657,51.5667,-107.917,ROSETOWN EAST,0.9898677743736154,300.3157958984375
757,1195,293.84999999999997,4.5562730774171545,18.628454874362962,48.6,-68.2167,MONT-JOLI A,1.004041176404058,295.9757080078125
757,1332,294.75,4.547908489350023,24.68599969266512,46.1667,-60.0481,SYDNEY A,1.0106402577836227,294.9436950683594
758,587,292.95,4.597677436781176,-8.312432835564865,51.3833,-110.35,OYEN AGDM,0.9860806508381124,300.443603515625
758,1314,295.34999999999997,4.588363646646774,23.89393865227279,46.55,-61.05,GRAND ETANG,1.008936544499428,296.04315185546875
759,556,292.15,4.648897319967058,-9.67540328145398,51.1833,-112.5,HUSSAR AGDM,0.9868079420788106,299.4023132324219
759,603,292.95,4.610409614867476,-7.570753106418941,51.5167,-109.18299999999999,KINDERSLEY A,0.9870346066873561,300.1532287597656
759,1207,293.95,4.623485216674943,19.159314658896264,48.4719,-67.4347,AMQUI,1.0068982038327106,295.236328125
760,396,292.95,4.67786479441112,-16.76938595703542,49.347,-123.193,WEST VANCOUVER AUT,1.003480473209709,295.23406982421875
760,716,294.65,4.685995917015492,-2.6066397449072016,52.115,-101.23299999999999,SWAN RIVER RCS,0.9975260865299271,298.7198486328125
760,1250,295.04999999999995,4.662707364772209,21.02564696281144,47.8022,-64.8333,BAS CARAQUET,1.0081868228536486,295.9623718261719
761,457,292.75,4.730063064032501,-14.034456052936738,50.2233,-119.194,VERNON CS,1.0038196236109558,294.9328308105469
761,1241,293.84999999999997,4.7250359023055095,20.634839340816264,48.0119,-65.3317,NEW CARLISLE 1,1.004605912534757,295.809326171875
761,1315,295.455,4.704626271084214,23.916315122938823,46.645,-60.9472,CHETICAMP CS,1.0087015992696644,296.2173767089844
762,517,284.54999999999995,4.776113762780571,-11.383973530791646,50.9425,-115.19,NAKISKA RIDGETOP,0.986899254374845,291.586669921875
762,531,290.75,4.76924219822372,-10.75830623635522,51.0761,-114.22200000000001,COP UPPER,0.9978578793660379,294.66796875
762,534,291.04999999999995,4.778503714622416,-10.625797002736029,51.1139,-114.02,CALGARY INT'L A,0.9961548789041417,295.4762878417969
763,529,290.65,4.816583810372801,-10.845805340030955,51.1031,-114.374,SPRINGBANK A,0.9992702893598958,294.1502685546875
764,395,293.15,4.8334767565191905,-16.7885490023161,49.4878,-123.29899999999999,HOWE SOUND - PAM ROCKS,1.0060826246596315,294.6715087890625
764,590,293.95,4.864690176494659,-8.17501403860561,51.6697,-110.206,ESTHER 1,0.990668503879122,300.07305908203125
764,774,294.75,4.859701908610029,-0.013483923037703209,52.3597,-97.022,BERENS RIVER CS,0.9967751348055809,299.0463562011719
764,1005,294.45,4.867770636885051,10.1990863437685,51.29155,-80.6128,MOOSONEE A COMPOSITE,1.0023783075139816,297.0720520019531
765,382,292.65,4.890221179886947,-17.364549459480404,49.3503,-124.16,BALLENAS ISLAND,1.0035613612937395,294.907958984375
765,520,290.34999999999997,4.895315794269252,-11.275867224351858,51.0833,-115.06700000000001,BOW VALLEY,1.005455017174834,292.0391540527344
765,1322,295.45,4.883307348938683,24.243318232091806,46.6628,-60.4064,INGONISH BEACH RCS,1.0090474406593117,296.11083984375
766,555,292.54999999999995,4.927662707280547,-9.731934430373395,51.4453,-112.677,DRUMHELLER EAST,0.9905485775123399,298.6800537109375
766,1252,294.25,4.942492261216898,21.153051514564137,48.0089,-64.4942,MISCOU ISLAND (AUT),1.0065926578268045,295.6273498535156
766,1317,293.84999999999997,4.941602472722986,24.011101539035135,46.8169,-60.6722,NORTH MOUNTAIN CS,1.0035862863944165,296.10986328125
768,371,293.15,5.029600711219969,-17.847530458627244,49.3166,-124.927,PORT ALBERNI (AUT),1.0047543355063873,295.0610656738281
768,640,293.95,5.039762809078846,-5.965341609252919,52.1667,-106.71700000000001,SASKATOON DIEFENBAKER INT'L A,0.991718943132983,299.7552185058594
768,642,293.95,5.010502203245164,-5.865363223003232,52.15,-106.55,SASKATOON KERNEN FARM,0.9919146524001933,299.6960754394531
768,900,293.75,5.02058830583224,5.562715540897963,52.1961,-87.9361,LANSDOWNE HOUSE (AUT),0.9999276471295462,297.0921630859375
769,379,291.75,5.079148563625665,-17.48702781581934,49.4866,-124.435,SISTERS ISLAND,1.0003138913115452,294.9554748535156
769,399,292.65,5.08339526237996,-16.606789185471683,49.7832,-123.161,SQUAMISH AIRPORT,1.0041668617502406,294.7301330566406
769,514,288.54999999999995,5.073148425232085,-11.547266050899315,51.1934,-115.552,BANFF CS,1.0030949450285294,290.9115295410156
769,1191,291.84999999999997,5.058478584630331,18.448044213540186,49.1333,-68.2,BAIE-COMEAU A,0.9978424897020242,295.787353515625
770,556,292.65,5.138070948144064,-9.687548815657058,51.6603,-112.675,MORRIN AGDM,0.9925567523220684,298.1776428222656
771,424,293.34999999999997,5.179901437774616,-15.499962761096826,50.2244,-121.58200000000001,LYTTON,1.012989235912072,292.8620910644531
771,584,292.34999999999997,5.18190198753528,-8.438819655987178,51.9369,-110.713,CONSORT AGDM,0.9865281162830539,299.6922607421875
771,1296,293.54999999999995,5.165470743191601,23.067861791370248,47.4253,-61.7747,ILES DE LA MADELEINE,1.0032662520154763,295.90191650390625
772,459,295.04999999999995,5.207853828775503,-13.959067681366966,50.703,-119.291,SALMON ARM CS,1.0131957091430854,294.4992370605469
772,1191,292.275,5.1887276143913486,18.43614600800423,49.2592,-68.1458,BAIE-COMEAU,1.0007806862002184,295.3484191894531
773,476,292.45,5.2641775329426554,-13.212203295598437,50.9611,-118.18299999999999,REVELSTOKE A,1.0089109981738555,293.1437683105469
774,549,292.95,5.3099265254253885,-9.989132869980383,51.7675,-113.206,THREE HILLS,0.9967000041313537,297.2425231933594
774,593,292.95,5.301782684398907,-8.034036962194845,52.1242,-110.101,BODO AGDM,0.9890397524420415,299.5447082519531
775,766,294.15,5.320083731702545,-0.37412257164017715,52.8186,-97.6164,GEORGE ISLAND (AUT),0.9951934440617466,298.91192626953125
776,375,291.45,5.398827057118161,-17.69177543345937,49.7167,-124.9,COMOX A,0.9987529038228363,295.1127014160156
776,574,291.54999999999995,5.4030993161191025,-8.861002847049525,52.07875,-111.4495,CORONATION (AUT) COMPOSITE,0.9852557055314598,299.2581481933594
776,1213,291.75,5.405639870783257,19.402403838180682,49.1092,-66.6544,CAP-CHAT,0.999741567226007,295.12432861328125
776,1251,291.95,5.366053007944036,21.097471836404118,48.4194,-64.3169,CAP-D'ESPOIR,1.0000387079521222,295.2388916015625
777,443,292.04999999999995,5.416834683190573,-14.660457567490104,50.7022,-120.44200000000001,KAMLOOPS A,1.0024789684105313,294.62109375
777,504,288.54999999999995,5.434482567741598,-11.970141695323948,51.4429,-116.345,YOHO PARK,1.002660226326673,291.03765869140625
777,537,292.15,5.416627615103591,-10.525009840106886,51.7586,-114.085,OLDS AGDM,0.9969285171299755,296.36285400390625
777,611,293.54999999999995,5.410314696485807,-7.227641306952379,52.3597,-108.835,SCOTT CDA,0.9932806007413203,298.8766784667969
777,702,294.45,5.427034731484576,-3.224959760138713,52.8167,-102.31700000000001,HUDSON BAY,0.9995675536479973,297.90740966796875
777,1201,290.75,5.422717212948875,18.882282923933264,49.3167,-67.3811,POINTE-DES-MONTS,0.995087084212704,295.48846435546875
778,349,289.7725,5.466629246781768,-18.811593513119927,49.3833,-126.54299999999999,ESTEVAN POINT CS,1.0033552674777158,292.0682373046875
778,409,294.04999999999995,5.488780882029941,-16.176289528948576,50.3056,-122.734,PEMBERTON AIRPORT CS,1.0169659510547362,292.4129943847656
778,1320,291.95,5.4735907130529835,24.15099230708419,47.2328,-60.1444,ST PAUL ISLAND (AUT),0.9977979297425255,295.90191650390625
779,529,291.15,5.517534556250306,-10.88321669473655,51.7781,-114.68299999999999,SUNDRE A,1.0001497633023944,294.3971862792969
780,670,294.95,5.541979838388668,-4.606198823522794,52.8167,-104.6,MELFORT,0.9975026905266575,299.031005859375
782,1246,293.95,5.651301920249028,20.85593090429929,48.7769,-64.4781,GASPE A,1.0072526156750259,295.1324462890625
783,744,294.04999999999995,5.7063233640495,-1.365436807885565,53.1864,-99.2678,GRAND RAPIDS (AUT),0.9929943813056843,299.4720458984375
785,541,292.04999999999995,5.801064729915265,-10.317618290854872,52.1786,-113.89299999999999,RED DEER A,0.9956897322344881,296.6300048828125
785,560,292.15,5.80114413522297,-9.50199083700556,52.3469,-112.596,STETTLER AGDM,0.9925111190663869,297.681884765625
785,620,292.95,5.765774172302074,-6.816518407766225,52.7719,-108.256,NORTH BATTLEFORD COMPOSITE,0.9921364005602094,298.6097717285156
787,1230,292.15,5.868272928845077,20.155391389530983,49.2508,-65.3247,CAP-MADELEINE,1.002267217033811,294.78424072265625
790,547,292.45,6.011625811417479,-10.086977829025768,52.4333,-113.6,PRENTISS,0.9964229001672651,296.8177185058594
790,657,293.45,6.007061876745139,-5.205649220236125,53.2167,-105.667,PRINCE ALBERT A,0.9924737416059279,299.01776123046875
790,680,294.34999999999997,6.022339598671445,-4.196613718484254,53.3333,-104.0,NIPAWIN,0.9966276392202943,298.6847229003906
791,432,288.84999999999997,6.040529782467067,-15.168750889719446,51.1447,-121.505,CLINTON (AUT),0.9960530925782105,293.2727966308594
791,545,293.04999999999995,6.047101757492389,-10.177073514979266,52.4489,-113.756,LACOMBE CDA 2,0.998847277005541,296.70477294921875
792,582,292.54999999999995,6.101760253486226,-8.51030655742628,52.8294,-111.096,WAINWRIGHT CFB AIRFIELD 21,0.9927530503621959,298.0168151855469
792,1330,290.45,6.07942366355763,24.598257854640586,47.5739,-59.1547,PORT AUX BASQUES,0.9986685714264393,294.1249694824219
794,529,291.3175,6.175976922751965,-10.874457517111214,52.4214,-114.912,ROCKY MTN HOUSE (AUT),0.9993669121682036,294.79730224609375
795,535,292.54999999999995,6.243901081434693,-10.58202050895611,52.5531,-114.47200000000001,LEEDALE AGDM,1.0003460353173492,295.7547607421875
795,572,292.84999999999997,6.206484689719541,-8.970219103168295,52.8475,-111.87200000000001,KILLAM AGDM,0.9945173737516745,297.7931823730469
797,366,288.04999999999995,6.335759578282908,-18.08989630523469,50.4535,-125.993,FANNY ISLAND,0.9914458464576517,293.8196105957031
797,632,294.54999999999995,6.295206216756323,-6.310304850448561,53.3667,-107.55,SPIRITWOOD WEST,1.0018439344941001,297.3314514160156
798,806,293.45,6.37108696084185,1.3946292957132782,53.85,-94.65,ISLAND LAKE A,0.998833289865258,297.1139221191406
799,514,289.34999999999997,6.406167945919117,-11.529902496188551,52.492,-116.04,NORDEGG CS,1.0033978786613873,291.6300048828125
800,598,292.65,6.467027949933973,-7.816700497910845,53.3092,-110.072,LLOYDMINSTER A,0.9929628527704679,298.0556945800781
800,763,293.15,6.452753004204012,-0.5033945328851623,53.95,-97.85,NORWAY HOUSE A,0.9948132622731476,298.00958251953125
802,560,293.34999999999997,6.5168158846192465,-9.491987419918518,53.05,-112.81700000000001,CAMROSE,0.9985770190224148,297.0888977050781
802,720,293.65,6.530706804739108,-2.4262533068727663,53.9667,-101.1,THE PAS A,0.9946394464821172,298.5700378417969
802,870,293.04999999999995,6.5178768261047715,4.222264895214605,53.82445,-89.88115,BIG TROUT LAKE COMPOSITE,0.9992511945884985,296.5848388671875
802,1209,290.95,6.5281147544200975,19.221659956798636,50.2167,-66.25835,SEPT-ILES A COMPOSITE,0.9992189013278432,294.4690246582031
803,468,291.15,6.576161870116752,-13.555416375438215,52.129,-119.29,BLUE RIVER CS,1.0057494193662255,292.7580871582031
803,568,292.54999999999995,6.581022963586246,-9.1269137688749,53.185,-112.24600000000001,HOLDEN AGDM,0.9952497828800659,297.2691955566406
803,587,293.25,6.584772918176092,-8.290268669050546,53.3438,-110.882,VERMILION AGDM,0.9962214551852667,297.6898498535156
803,1351,290.15,6.597500707225498,25.503301629128412,47.6167,-57.6167,BURGEO COMPOSITE,0.9998211797045697,293.4824523925781
805,1133,291.54999999999995,6.681568308578967,15.871063520888601,51.5325,-71.1108,LAC BENOIT,1.00784632080927,292.55035400390625
805,1239,291.95,6.672664893036011,20.54019153843304,49.8386,-64.2933,PORT-MENIER,1.0039074464624045,294.10113525390625
806,653,292.54999999999995,6.729632151874416,-5.362566278886254,53.9167,-106.06700000000001,WASKESIU LAKE,0.9974109094613819,296.6250915527344
807,539,293.45,6.762574807232476,-10.4434834705437,53.0894,-114.441,BRETON PLOTS,1.002296090135043,296.0874328613281
