ilocy,ilocx,Q10_Gumbel-MM,rlat,rlon,lat,lon,station_name,ratio,model_vals
558,1009,0.275,-4.286303317504344,10.373533646905495,42.27611111,-82.95527778,WINDSOR A,0.7738990254675256,0.3000212013721466
576,1016,0.298,-3.48804380801358,10.70911725486623,42.99944444,-82.30888889,SARNIA,0.8195830655843176,0.306991845369339
579,1050,0.287,-3.3353689590638744,12.206823049227507,42.85,-80.26666667,SIMCOE,0.6869857671805623,0.35272619128227234
580,1035,0.27,-3.2904168437142984,11.534369212852347,43.03305556,-81.15111111,LONDON A,0.6223983523146281,0.3662679195404053
587,1054,0.34,-2.9672462089752716,12.374482460573976,43.17361111,-79.935,HAMILTON A,0.8080292913149125,0.35526740550994873
591,1056,0.19,-2.8224940050071763,12.44308227059991,43.3,-79.8,BURLINGTON PIERS (AUT),0.489154133348777,0.32795286178588867
591,1066,0.29,-2.8263537576593833,12.914368822069164,43.19166667,-79.17111111,ST CATHARINES A,0.7390916451490679,0.33128613233566284
592,1046,0.218,-2.755708330772456,11.997290400172446,43.46083333,-80.37861111,KITCHENER-WATERLOO,0.5266701617977285,0.34947919845581055
592,1065,0.32,-2.7770194854473744,12.868806527061649,43.25,-79.21666667,PORT WELLER (AUT),0.8126739291010452,0.3324583172798157
595,1023,0.207,-2.65276038889117,10.985517938364806,43.76666667,-81.71666667,GODERICH,0.5270614764098843,0.33159855008125305
599,1060,0.315,-2.4383661704221993,12.656933578522423,43.6275,-79.39611111,TORONTO CITY CENTRE,0.913407811751521,0.2911718487739563
600,1057,0.287,-2.4280374478097446,12.48046411804727,43.67666667,-79.63055556,TORONTO INTL A,0.8349210527588222,0.2902284860610962
603,1037,0.245,-2.3007719587955977,11.625339745869262,43.98333333,-80.75,MOUNT FOREST (AUT),0.6647356032232861,0.31118646264076233
605,1060,0.20600000000000002,-2.2064892992981635,12.624161363112355,43.86083333,-79.36861111,TORONTO BUTTONVILLE A,0.6309629560803681,0.2756556570529938
611,1078,0.26899999999999996,-1.9198477837726322,13.446705882854868,43.95,-78.16666667,COBOURG (AUT),0.8606073360598305,0.26390692591667175
613,1095,0.465,-1.8539753644643515,14.186065075654536,43.83333333,-77.15,POINT PETRE (AUT),2.145802082745316,0.1829645037651062
616,1043,0.21,-1.7154646708868815,11.890724603560995,44.5,-80.21666667,COLLINGWOOD,0.8509347461376113,0.20836587250232697
617,1074,0.19,-1.681286926386074,13.24303297256795,44.23,-78.36333333,PETERBOROUGH,0.6648937681779012,0.24127086997032166
617,1087,0.303,-1.6479580998039793,13.848365534890087,44.11666667,-77.53333333,TRENTON A,1.2057460550040215,0.21217310428619385
618,1028,0.255,-1.608330023712921,11.218755263733659,44.74416667,-81.10861111,WIARTON A,1.1543873035212053,0.1865057349205017
620,1059,0.265,-1.5131617290709791,12.576278873912775,44.54722222,-79.21666667,LAGOON CITY,1.4208971581828598,0.15746599435806274
623,1101,0.278,-1.376287929563316,14.47009238904273,44.22333333,-76.59944444,KINGSTON CLIMATE,1.5004794936407198,0.15642936527729034
629,1055,0.141,-1.1104223325675606,12.42021185602272,44.97472222,-79.30333333,MUSKOKA,1.1424625515090243,0.10420311242341995
637,1077,0.067,-0.7819711108327801,13.376973995423196,45.07138889,-77.87888889,BANCROFT AUTO,0.7600197521240933,0.0744309350848198
639,1000,0.27399999999999997,-0.690069370908283,9.992653603870442,45.88166667,-82.56722222,GORE BAY-MANITOULIN,1.636926662857206,0.1413269191980362
647,968,0.284,-0.3265597809046357,8.564149867880838,46.485,-84.50972222,SAULT STE MARIE A,2.042450899236503,0.11740058660507202
651,1109,0.221,-0.14743254423379257,14.821932295193472,45.31666667,-75.66666667,OTTAWA INTL A,1.4583649392765996,0.1279468536376953
653,1132,0.18,-0.06744339856063078,15.80836957099062,45.12083333,-74.28944444,ST-ANICET 1,1.0525128729437052,0.14439383149147034
657,1141,0.151,0.10111418445683244,16.207357598047103,45.16722222,-73.67888889,STE-CLOTHILDE,0.8794068853913827,0.14497417211532593
658,1081,0.155,0.16637183265387717,13.543770494311032,45.95,-77.31666667,PETAWAWA A,1.6372034304782679,0.07993419468402863
658,1154,0.102,0.146891087188546,16.805817882306044,45.03333333,-72.85,FRELIGHSBURG,0.8182952941280109,0.10524310916662216
660,1046,0.17800000000000002,0.2247776229261326,12.027567413504922,46.36388889,-79.42416667,NORTH BAY A,1.93668144760671,0.07760065048933029
661,1024,0.252,0.27781895532178186,11.047848727345684,46.62555556,-80.79777778,SUDBURY A,1.4408671984826817,0.147665873169899
661,1135,0.146,0.298783997656161,15.963386826741665,45.42722222,-73.92916667,STE-ANNE-DE-BELLEVUE 1,0.6660111748652302,0.18508656322956085
661,1145,0.20199999999999999,0.29036027254180596,16.391913068259413,45.29388889,-73.34944444,L'ACADIE,0.9700312879890207,0.17582036554813385
663,1138,0.28,0.37857540410213814,16.077265709536555,45.47055556,-73.74083333,MONTREAL INTL A,1.1922078565969758,0.1982940137386322
664,1140,0.045,0.4443774501594452,16.175677570505083,45.50474167,-73.57916667,MCTAVISH,0.18461219571705748,0.20580488443374634
666,1132,0.175,0.5192700488528611,15.816969557831044,45.68055556,-74.03861111,MONTREAL MIRABEL INTL A,0.8401922022694058,0.17585833370685577
666,1142,0.314,0.48999635800437125,16.28058561419673,45.5175,-73.41694444,MONTREAL-ST-HUBERT,1.2735003087520265,0.20817767083644867
668,1049,0.086,0.611689446314243,12.166437121629148,46.70972222,-79.10111111,BARRAGE TEMISCAMINGUE,0.9391770618106834,0.07731335610151291
669,1266,0.317,0.6582772202422525,21.75509070422866,43.82694444,-66.08805556,YARMOUTH A,1.4565922452819762,0.18374893069267273
670,1142,0.28600000000000003,0.6947066382437866,16.246814370360987,45.72305556,-73.37666667,VARENNES,1.1543874512206846,0.20917895436286926
670,1167,0.15,0.6886675344034751,17.390730548630025,45.36888889,-71.82361111,LENNOXVILLE,1.369974660300879,0.0924447551369667
671,1099,0.127,0.7156465063613154,14.348220031587388,46.27472222,-75.99194444,MANIWAKI AIRPORT,1.452175747931829,0.07383938878774643
672,1140,0.159,0.7652954192167273,16.18261869647524,45.80944444,-73.43472222,L'ASSOMPTION,0.7125102160921372,0.18841244280338287
672,1169,0.18100000000000002,0.7840438481593633,17.456938030254612,45.43861111,-71.69138889,SHERBROOKE,1.6011655405317726,0.09544339776039124
673,1122,0.051,0.799998920943068,15.358009694295855,46.08027778,-74.55583333,ST-JOVITE,0.4960015803527828,0.08681418001651764
673,1126,0.182,0.8244914525008411,15.547936197870108,46.05,-74.28333333,STE AGATHE DES MONTS,1.6103412390665546,0.0954238697886467
677,1258,0.47200000000000003,1.013103054271252,21.40977380568075,44.28583333,-66.34666667,BRIER ISLAND,2.3380035203053513,0.1704513281583786
679,959,0.16,1.1072002167220376,8.144863040258011,47.96694444,-84.78638889,WAWA A,1.291023979660635,0.10463795065879822
680,890,0.22,1.123588995196667,5.093086699236781,48.37194444,-89.32166667,THUNDER BAY A,1.9729276967252658,0.09414885938167572
682,1286,0.301,1.2052816300768616,22.63821273524277,43.99001944,-64.66416889,WESTERN HEAD,1.1304485866564933,0.2248118668794632
684,1149,0.22699999999999998,1.324226130258862,16.573181133601576,46.22583333,-72.65722222,NICOLET,1.0416587777422472,0.1839941143989563
686,854,0.11699999999999999,1.3834476126927673,3.5392813362570417,48.76111111,-91.62805556,ATIKOKAN (AUT),0.6769604594786028,0.14592379331588745
687,1033,0.22,1.4595507371864511,11.452180728681906,47.695,-79.84888889,EARLTON A,2.068849782854304,0.08978365361690521
688,1150,0.22899999999999998,1.4756457357241934,16.6271170400325,46.35361111,-72.51611111,TROIS-RIVIERES,1.1358833300749784,0.17021793127059937
689,766,0.345,1.5321578097717676,-0.3672940852556362,49.03083444,-97.56000083,GRETNA (AUT),0.7634036747036065,0.3815648853778839
689,795,0.171,1.5319026633467594,0.9194147961794182,49.02361111,-95.59833583,SPRAGUE,0.6513709925464265,0.22165179252624512
691,1237,0.10400000000000001,1.6327235234971353,20.468971389030212,45.21016667,-67.25286111,ST. STEPHEN,0.5645962301270868,0.15552453696727753
692,949,0.11699999999999999,1.682248851832476,7.721145960612029,48.6,-85.28333333,WHITE RIVER,0.8174963072807893,0.12083802372217178
693,746,0.276,1.706290339740612,-1.2453221511382133,49.19102778,-98.90486111,PILOT MOUND (AUT),0.65593180595088,0.3552662432193756
693,1177,0.087,1.7124441297757003,17.80970706466286,46.205,-70.785,BEAUCEVILLE,0.7149133368156446,0.10274706035852432
696,649,0.302,1.8530514501478257,-5.551265309445778,49.05,-105.48333329999998,CORONACH SPC,0.657278583170531,0.3879368305206299
696,686,0.33899999999999997,1.8598123330635636,-3.8954003503245587,49.21027778,-102.9658333,ESTEVAN A,0.707002882606994,0.4048387408256531
696,716,0.222,1.8479818411730005,-2.6006345964591766,49.28127778,-100.9863611,MELITA,0.5059873060305057,0.37043917179107666
700,618,0.292,2.02968059125335,-6.918528831774791,49.05833361,-107.58583610000001,VAL MARIE SOUTHEAST,0.6610420828710846,0.3729557394981384
700,759,0.17800000000000002,2.0025447055693135,-0.6691828279800607,49.49811111,-98.02975,CARMAN U OF M CS,0.42907320843234115,0.35026130080223083
701,1273,0.324,2.0477919209758024,22.081841079598306,44.98333333,-64.91666667,GREENWOOD A,1.4416103162387686,0.18975825607776642
702,1007,0.134,2.1037091825759284,10.272107662608434,48.57055556,-81.37666667,TIMMINS A,1.0136720930907213,0.1116119921207428
702,1043,0.141,2.117947158040492,11.861593259295349,48.24583333,-79.03416667,ROUYN,1.1957572122775628,0.09955880045890808
702,1046,0.159,2.1095497258728697,11.999579208352097,48.20611111,-78.83555556,ROUYN-NORANDA A,1.3254331560564179,0.1012844666838646
702,1062,0.152,2.1272375140852886,12.718936624841794,48.05333333,-77.78277778,VAL D'OR A,0.894648857318103,0.14344801008701324
702,1256,0.264,2.0893637137531003,21.319625857738036,45.31611111,-65.89,SAINT JOHN A,0.9792228199006144,0.22762814164161682
703,1164,0.262,2.132277043565629,17.22403660651413,46.79111111,-71.39333333,QUEBEC INTL A,1.5193545833331499,0.1455947458744049
703,1165,0.175,2.1451633278208866,17.296217277429587,46.78027778,-71.2875,STE-FOY (U. LAVAL),1.0059854782948117,0.14687567949295044
703,1297,0.321,2.1285387762167187,23.143738029513393,44.63333333,-63.5,SHEARWATER A,1.0706317901197548,0.2531444728374481
707,813,0.16899999999999998,2.3172352583415843,1.703488929625912,49.78833333,-94.36305556,KENORA A,1.0724465042000138,0.13304992020130157
708,576,0.32899999999999996,2.3773235953818492,-8.77507302987451,49.11666667,-110.46666670000002,ONEFOUR CDA,0.8633258787689196,0.3217545449733734
708,675,0.302,2.392352772509108,-4.39599211308612,49.7,-103.8,WEYBURN,0.6299803540337785,0.4047468602657318
708,1295,0.35200000000000004,2.352354449005868,23.037177573707574,44.88111111,-63.50861111,HALIFAX INTL A,1.0159335854710723,0.29253706336021423
709,740,0.213,2.4288519831726374,-1.519417526912051,49.90580556,-99.35744444,CARBERRY CS,0.6189992567050306,0.29053136706352234
709,756,0.27149999999999996,2.4083164808904542,-0.8221767079430446,49.901569445,-98.27540278000001,PORTAGE SOUTHPORT A,0.7323262097415666,0.3130176365375519
709,771,0.284,2.4102388711197187,-0.1546942168317851,49.91,-97.24,WINNIPEG INTL A,0.7484380966754941,0.32038044929504395
709,837,0.17600000000000002,2.402703651893969,2.7463410647526323,49.8275,-92.74416667,DRYDEN REGIONAL,1.0420911926798122,0.142597034573555
709,1242,0.203,2.4301608295874497,20.69102009227779,45.86888889,-66.53722222,FREDERICTON,1.4530634600182477,0.11795463413000107
710,732,0.303,2.446136788495766,-1.902443550978571,49.91,-99.95222222,BRANDON A,1.0052834889759785,0.25448232889175415
710,1171,0.431,2.4557024255946307,17.536467226809375,46.99666667,-70.80833333,ILE D'ORLEANS,2.6971417182134303,0.13492022454738617
712,599,0.354,2.5373799207670418,-7.770516223099108,49.43778056,-108.988625,EASTEND CYPRESS (AUT),0.8140978951168891,0.36713871359825134
712,644,0.31,2.5616574714663254,-5.774843358851855,49.72919167,-105.9461139,ASSINIBOIA AIRPORT,0.7151518629695622,0.3659881055355072
712,1109,0.061,2.5545142294849863,14.795061306408192,47.92222444,-74.62416861,PARENT,0.4928438858822755,0.10450185835361481
712,1171,0.17300000000000001,2.539281126555128,17.527472888722397,47.07861111,-70.78083333,CAP-TOURMENTE,1.138929952765356,0.12824860215187073
713,553,0.327,2.5820339466703155,-9.791870424322251,49.13333333,-112.05,MILK RIVER,0.8013211094735178,0.34454402327537537
713,1356,0.545,2.5865558135085105,25.731151722331923,43.94611111,-59.95972222,SABLE ISLAND A,1.6185387596401164,0.2843000590801239
715,788,0.105,2.680835943980643,0.599606479581388,50.17722778,-96.06472222,PINAWA,0.3932246958555649,0.22545094788074493
715,921,0.16699999999999998,2.6985132756667336,6.484740405051936,49.77861111,-86.93861111,GERALDTON A,1.31362186054729,0.10733705013990402
716,848,0.147,2.721186628111753,3.2664137243959526,50.11416667,-91.90805556,SIOUX LOOKOUT A,1.1440514675837563,0.10848640650510788
717,592,0.14400000000000002,2.791096203892551,-8.076095167585466,49.64055806,-109.5144456,CYPRESS HILLS PARK,0.3381533258839975,0.3595442771911621
717,987,0.17300000000000001,2.7916554952604735,9.406867820066804,49.41166667,-82.46833333,KAPUSKASING A,1.2603371282999738,0.11589452624320984
718,528,0.431,2.8129668370825396,-10.920374535676116,49.13113333,-113.8086139,WATERTON PARK GATE,1.4913578584790586,0.24400512874126434
718,536,0.192,2.8089927644936328,-10.571167858737764,49.200575,-113.2858389,CARDSTON,0.4891530091040423,0.33140575885772705
719,1291,0.33399999999999996,2.8534843231962084,22.845763158855647,45.41666667,-63.46666667,DEBERT,1.4652929690008378,0.19245338439941406
719,1294,0.24100000000000002,2.8652809063512636,22.994566723392392,45.36666667,-63.26666667,TRURO (AUT),1.0154886569290786,0.20037591457366943
720,1161,0.078,2.8986234994689877,17.08311890059295,47.56222222,-71.22888889,L'ETAPE,0.5104825208248123,0.1290081888437271
721,1179,0.337,2.969005325500165,17.91640842882544,47.35583333,-70.03194444,LA POCATIERE,2.556806348947148,0.11128474026918411
722,694,0.295,2.9954839618510443,-3.5549138744833266,50.36805556,-102.5708333,BROADVIEW,0.7342177917880423,0.33923500776290894
722,723,0.24600000000000002,3.00813617049279,-2.2965626638232313,50.45488889,-100.6035,SHOAL LAKE CS,0.8405308625897823,0.24710696935653687
722,760,0.267,3.00386083349919,-0.6602998402221041,50.49945667,-98.036675,OAKPOINT MARINE,0.7981137100970419,0.2824555039405823
723,594,0.255,3.044709334204974,-8.003371579967343,49.90251389,-109.4661278,MAPLE CREEK,0.5715655328717857,0.3766844570636749
724,564,0.273,3.098874115547959,-9.29527030155278,49.73418611,-111.4502778,BOW ISLAND,0.6636516556943495,0.3473169803619385
724,891,0.15,3.0628444493427165,5.168536441565418,50.29361111,-88.90527778,ARMSTRONG (AUT),1.1398490325405541,0.11110854893922806
725,651,0.316,3.132735896199253,-5.4551941435774065,50.332506945000006,-105.5520875,MOOSE JAW A,0.685702458831479,0.38909435272216797
725,774,0.218,3.133343547615983,-0.03176152251228218,50.63333333,-97.05,GIMLI CLIMATE,0.7079240448045054,0.2600000202655792
726,489,0.12300000000000001,3.1702303156207052,-12.649133317055378,49.08168944,-116.50068030000001,CRESTON CAMPBELL SCIENTIFIC,0.8892266398364865,0.11678745597600937
726,545,0.43200000000000005,3.165022329592455,-10.172827418272798,49.63027778,-112.7988889,LETHBRIDGE,1.1046432565155175,0.3301910161972046
726,664,0.348,3.1730632556920284,-4.8820645473925355,50.43222222,-104.6661111,REGINA INTL A,0.7515542351039625,0.39095112681388855
726,732,0.075,3.1903525258318917,-1.8675652895921906,50.65500167,-99.94194667,WASAGAMING,0.39018438599385824,0.16229118406772614
726,1267,0.308,3.151265509927931,21.790803679126054,46.11222222,-64.67861111,MONCTON INTL A,1.4053774862576192,0.18503814935684204
727,527,0.667,3.219698343118908,-10.956891855957187,49.52055556,-113.99722220000001,PINCHER CREEK,1.915251048715072,0.29403814673423767
727,545,0.275,3.224344841091907,-10.139873148240085,49.695,-112.7675,LETHBRIDGE CDA,0.7066178014569955,0.32858797907829285
727,679,0.27899999999999997,3.2308577774768055,-4.226503991244114,50.55,-103.65,INDIAN HEAD CDA,0.6387146743113503,0.36880844831466675
727,781,0.304,3.200766413554716,0.27489230629413614,50.7,-96.56666667,VICTORIA BEACH (AUT),1.2895436105309557,0.19904033839702606
728,620,0.34850000000000003,3.2503764467056726,-6.832765655738073,50.279305555,-107.71194444999998,SWIFT CURRENT,0.7970974237198682,0.3691432476043701
728,738,0.18100000000000002,3.2380598177335678,-1.6042959815747406,50.71194472,-99.53000083,MCCREARY,0.816290157373978,0.18721367418766022
729,576,0.293,3.2944606413386714,-8.780880812800653,50.01888889,-110.72083329999998,MEDICINE HAT,0.7304070564508383,0.3386929929256439
731,521,0.157,3.3928706225609435,-11.240659239068288,49.627525,-114.48195,CROWSNEST,0.609566552943433,0.21746134757995605
733,556,0.28800000000000003,3.4919882042729453,-9.668493619430778,50.05,-112.13333329999999,VAUXHALL CDA CS,0.7409339446556085,0.3281833529472351
734,1183,0.187,3.5026613441783248,18.07159315492528,47.80583333,-69.54861111,RIVIERE-DU-LOUP,1.390089243263162,0.11358015984296799
735,474,0.171,3.565095085022112,-13.311513059059466,49.29611111,-117.6325,CASTLEGAR A,1.6092867193798424,0.08971524238586426
735,502,0.141,3.5715724287243624,-12.065345530500947,49.61222222,-115.78194440000001,CRANBROOK A,0.8944039490031933,0.13310334086418152
735,515,0.18600000000000003,3.5656954494166606,-11.468142510374218,49.745,-114.8839,SPARWOOD CS,1.054133643153692,0.14897754788398743
735,767,0.138,3.5846062509781897,-0.3490103538669817,51.08336111,-97.5545,FISHER BRANCH (AUT),0.507817692761711,0.2294429987668991
735,1139,0.22699999999999998,3.589204874556557,16.1218655276776,48.52,-72.26583333,ROBERVAL A,1.7481050007870904,0.10963819921016693
736,446,0.1,3.628022144320439,-14.524791441949997,49.02829167,-119.44099170000001,OSOYOOS CS,0.6788963058001951,0.12436555325984955
736,820,0.16899999999999998,3.60887478161026,2.018637748676641,51.06722222,-93.79305556,RED LAKE A,1.5588174139075548,0.09153664857149124
737,534,0.47,3.6421127241754636,-10.626784979767747,50.00363056,-113.6386361,CLARESHOLM,1.3565237892337907,0.29253241419792175
737,731,0.28800000000000003,3.6385454019366055,-1.9201452319280081,51.10083333,-100.0525,DAUPHIN,1.2145245198029306,0.20021183788776398
737,1158,0.243,3.6779852770256394,16.979456792711613,48.33333333,-71.0,BAGOTVILLE A,1.9642714089233793,0.10444997251033783
738,1276,0.359,3.684848285505142,22.19274231102992,46.44111111,-63.83805556,SUMMERSIDE,1.3244387689993335,0.22885800898075104
739,383,0.544,3.7601333555044705,-17.325740433821284,48.29798417,-123.5314406,RACE ROCKS,3.180423986002666,0.1444167047739029
739,713,0.223,3.760227530037952,-2.739029127447539,51.18333833,-101.3627967,ROBLIN,0.7894773572833058,0.23848921060562134
739,1155,0.168,3.7341636155797224,16.86001938032433,48.42500333,-71.14250028,JONQUIERE,1.2788655618233948,0.11091440171003342
739,1248,0.253,3.765983515622409,20.941037953738697,47.00944444,-65.465,MIRAMICHI RCS,1.831881423508468,0.11660756170749664
739,1288,0.311,3.7485350227656515,22.70872628876536,46.28916667,-63.11916667,CHARLOTTETOWN A,1.4477318478963552,0.18137432634830475
740,1052,0.159,3.7789790210924012,12.297713586348909,49.75778333,-77.79307222,MATAGAMI,0.8154133051578574,0.16463527083396912
740,1171,0.414,3.8028294572212555,17.56106413236668,48.26027778,-70.11444444,POINTE CLAVEAU,3.9507016412803093,0.08847685158252716
741,387,0.3865,3.8237917476644463,-17.15786695651581,48.413188469999994,-123.32489015000002,VICTORIA GONZALES HTS,2.015647938246179,0.16189683973789215
741,532,0.523,3.851137098460191,-10.742119354071132,50.18333333,-113.88333329999999,STAVELY AAFC,1.7027534713787125,0.2593304216861725
741,1133,0.23600000000000002,3.838216713691122,15.845765888702402,48.84166667,-72.54694444,NORMANDIN,1.3390035986575113,0.14881058037281036
742,385,0.2,3.866471761135751,-17.223584352495884,48.43197222,-123.43933329999999,ESQUIMALT HARBOUR,1.1332545269200012,0.14900679886341095
742,387,0.057,3.8607786888483604,-17.130742360455955,48.457,-123.3046111,VICTORIA UNIVERSITY CS,0.24357482075641743,0.19758138060569763
742,630,0.32799999999999996,3.8673502491107055,-6.388839086316044,50.95,-107.15,LUCKY LAKE,0.7407453704505292,0.3738595247268677
742,697,0.249,3.884990310819582,-3.4222113413113346,51.26472222,-102.4616667,YORKTON,0.6585471716156789,0.3192390501499176
743,378,0.493,3.9204327866692434,-17.544331235963643,48.37669444,-123.92102779999999,SHERINGHAM POINT,2.840017828458328,0.14656470715999603
744,562,0.237,3.9532495945256017,-9.393013264990834,50.55529722,-111.84889720000001,BROOKS,0.5906623783274575,0.33877596259117126
745,639,0.273,4.004087085054908,-6.011307272124186,51.13333333,-106.58333329999999,ELBOW CS,0.5950771011555355,0.3873405456542969
746,387,0.188,4.066799462131285,-17.1441395448798,48.64722222,-123.4258333,VICTORIA INTL A,0.7235408547750136,0.21938066184520721
746,447,0.22,4.074265803373255,-14.502793382081894,49.4625,-119.6022222,PENTICTON A,1.6141041600459989,0.1150786280632019
746,597,0.27399999999999997,4.04232783420433,-7.864501653195341,50.90946389,-109.50139170000001,LEADER AIRPORT,0.6365047045061458,0.3634565472602844
747,394,0.48700000000000004,4.113823072401467,-16.861117364424064,48.7839075,-123.04474499999999,SATURNA ISLAND CS,1.8288466852727194,0.2248304933309555
748,870,0.163,4.133851210697307,4.231720571439928,51.44916694,-90.21777972,PICKLE LAKE (AUT),1.6572423145144928,0.0830434039235115
749,405,0.23800000000000002,4.198153065137018,-16.35607410314257,49.02527778,-122.36,ABBOTSFORD A,1.3137871466874047,0.15295211970806122
749,447,0.14800000000000002,4.178770978746291,-14.503269431170576,49.56255556,-119.64869440000001,SUMMERLAND CS,1.0411789682998227,0.1200162023305893
749,658,0.22899999999999998,4.189983408021939,-5.148035096424749,51.41666667,-105.25,LAST MOUNTAIN CS,0.5035612853307652,0.38396063446998596
749,1154,0.10300000000000001,4.201828370034858,16.777582007442813,48.89416667,-71.03166667,ONATCHIWAY,0.7969883475921002,0.1091160923242569
749,1268,0.457,4.204993378987614,21.84238071776973,47.05805556,-63.99861111,NORTH CAPE,1.8178711636673415,0.2122543752193451
750,434,0.158,4.247462226064249,-15.068282827752846,49.465,-120.51,PRINCETON CS,1.0970175248151919,0.12160377949476242
750,1302,0.442,4.229876092164572,23.347619828387366,46.46,-61.98833333,EAST POINT (AUT),1.6445819172774057,0.22691871225833893
751,399,0.1,4.280014154965024,-16.622549060683824,49.01805556,-122.7838889,WHITE ROCK CAMPBELL SCIENTIFIC,0.37186610393617314,0.2270476222038269
751,415,0.185,4.2821013480871,-15.91401292376641,49.24305556,-121.7602778,AGASSIZ RCS,1.1519787371666736,0.13559098541736603
753,419,0.248,4.348601221374459,-15.712183126678072,49.36833333,-121.49805559999999,HOPE A,1.7611390586632325,0.11889445036649704
753,1098,0.139,4.347111774083126,14.333709478181978,49.77194444,-74.52805556,CHIBOUGAMAU CHAPAIS A,0.7437931082031264,0.15778517723083496
754,633,0.223,4.388063674895859,-6.257252146675371,51.48333333,-107.05,OUTLOOK PFRA,0.4966756491124225,0.3790840804576874
754,1193,0.304,4.416690511142627,18.502887617254068,48.51388889,-68.46833333,POINTE-AU-PERE (INRS),2.7999976960317583,0.09166835993528366
755,392,0.282,4.473602251907387,-16.916836294395274,49.10589583,-123.30336750000001,SANDHEADS CS,1.038435968603468,0.22928357124328613
755,402,0.091,4.440478981070972,-16.50292136810328,49.20832333,-122.6900211,PITT MEADOWS CS,0.4088590527825605,0.1879192739725113
755,657,0.23800000000000002,4.44853377457857,-5.214215428951586,51.66666667,-105.4,WATROUS EAST,0.5268086971394227,0.3814411759376526
755,674,0.223,4.473410525238996,-4.462202619695296,51.76666667,-104.2,WYNYARD,0.5059222490831778,0.37215566635131836
755,1227,0.231,4.448041820202402,20.021582577436224,47.99,-66.33416667,CHARLO AUTO,2.078324945349243,0.09384304285049438
756,453,0.15,4.5077420619667485,-14.222879053496781,49.95722222,-119.37777779999999,KELOWNA,1.0069640934523325,0.12577109038829803
757,395,0.27699999999999997,4.531988130147841,-16.81361800373649,49.19472222,-123.1838889,VANCOUVER INTL A,1.0853520180484455,0.21548284590244293
757,477,0.079,4.535698860288343,-13.171617048682501,50.269425,-117.81709440000002,NAKUSP CS,0.5868872532092329,0.11365170776844025
