history_id,station_name,province,lon,lat,elev (m),annual_rain (mm)
6860,ORMSTOWN,QC,-74.05,45.1167,46,783
6861,PHILIPSBURG,QC,-73.0833,45.0333,53,875
6863,PIERREVILLE,QC,-72.8333,46.0833,15,812
6869,RICHMOND,QC,-72.1333,45.6333,123,906
6870,RIVIERE DES PRAIRIES,QC,-73.5,45.7,9,843
6875,SABREVOIS,QC,-73.2,45.2167,38,850
6879,ST AMABLE,QC,-73.3,45.6667,41,814
6880,ST ANICET,QC,-74.35,45.1333,53,804
6883,ST BENOIT LABRE,QC,-70.8,46.05,305,840
6884,ST BERNARD DE LACOLLE,QC,-73.3833,45.0833,49,823
6889,STE CLOTHILDE CDA,QC,-73.6833,45.1667,56,781
6892,ST COME DE LINIERE,QC,-70.5167,46.05,244,817
6898,ST EPHREM,QC,-70.9667,46.0667,312,837
6899,ST FERDINAND,QC,-71.5833,46.1,297,933
6900,ST FLAVIEN,QC,-71.5667,46.4833,137,847
6904,ST GEDEON,QC,-70.6167,45.8667,282,760
6905,STE GENEVIEVE,QC,-73.85,45.5,23,780
6906,ST GEORGES,QC,-70.7,46.15,168,799
6907,ST GUILLAUME,QC,-72.7667,45.8833,44,833
6911,MONTREAL/ST-HUBERT A,QC,-73.4167,45.5167,27,783
6915,ST HYACINTHE 2,QC,-72.9167,45.5667,33,860
6925,ST LUDGER,QC,-70.6833,45.75,335,776
6926,STE MADELEINE,QC,-73.1333,45.6167,30,861
6927,ST MALO D AUCKLAND,QC,-71.5,45.2,564,906
6928,STE MARTINE,QC,-73.85,45.2167,38,797
6931,ST NAZAIRE,QC,-72.6167,45.7333,69,890
6932,ST ODILON,QC,-70.65,46.35,358,837
6934,ST PIERRE DE BROUGHTON,QC,-71.2167,46.25,366,920
6935,ST PROSPER,QC,-70.5,46.2167,282,856
6936,ST REMI,QC,-73.6,45.2833,53,802
6940,ST SEBASTIEN,QC,-70.95,45.7667,442,868
6942,ST SEVERIN,QC,-71.05,46.3333,442,922
6945,ST THEOPHILE,QC,-70.4833,45.9333,395,754
6948,ST WENCESLAS,QC,-72.3333,46.1667,84,817
6949,ST ZACHARIE,QC,-70.3833,46.1167,480,869
6952,SAWYERVILLE NORD,QC,-71.5333,45.3667,346,860
6953,SCOTT,QC,-71.0833,46.5,145,855
6957,SHERBROOKE A,QC,-71.6833,45.4333,241,845
6960,SOREL,QC,-73.1167,46.0333,15,802
6964,STANSTEAD,QC,-72.1,45.0167,320,843
6966,SUTTON,QC,-72.6833,45.0667,244,1026
6970,THETFORD MINES,QC,-71.35,46.1,381,937
6974,VALLEE JONCTION,QC,-70.9333,46.3833,152,860
6975,VALLEYFIELD,QC,-74.1,45.2833,46,757
6978,VERCHERES,QC,-73.3667,45.7667,21,786
6984,WEST DITTON,QC,-71.3,45.4,512,894
6988,DAVELUYVILLE,QC,-72.2,46.1833,84,807
6993,ST CAMILLE WOLFE,QC,-71.7333,45.6667,268,921
6997,ANGERS,QC,-75.55,45.55,91,781
6998,ARUNDEL,QC,-74.6167,45.95,191,868
7003,BELL FALLS,QC,-74.6833,45.7667,122,808
7009,CHELSEA,QC,-75.7833,45.5167,113,782
7010,CHENEVILLE,QC,-75.0833,45.9,223,839
7019,HARRINGTON FOREST FARM,QC,-74.6333,45.85,183,859
7023,LACHUTE,QC,-74.3333,45.65,91,907
7028,LA MACAZA,QC,-74.7667,46.3667,244,829
7033,LUSKVILLE,QC,-76.05,45.5333,69,749
7035,MANIWAKI UA,QC,-76.0061,46.3018,189,687
7041,MONTEBELLO (SEDBERGH),QC,-74.9333,45.7,197,924
7044,MONT LAURIER,QC,-75.55,46.5667,244,770
7046,NOMININGUE,QC,-75.0833,46.4,274,800
7048,NOTRE DAME DU LAUS,QC,-75.6333,46.1167,213,740
7049,OTTER LAKE,QC,-76.4333,45.85,213,780
7050,PERKINS,QC,-75.6167,45.6,152,739
7051,POINTE AU CHENE,QC,-74.8,45.65,51,779
7053,STE AGATHE DES MONTS,QC,-74.2833,46.05,395,812
7056,STE ANNE DU LAC,QC,-75.3333,46.85,262,831
7058,ST FAUSTIN,QC,-74.4833,46.1167,366,788
7059,ST HIPPOLYTE,QC,-74,45.9833,366,859
7060,ST JEROME,QC,-74.05,45.8,170,823
7062,SHAWVILLE,QC,-76.4667,45.6167,168,667
7064,SHEENBORO,QC,-77.25,45.9667,137,668
7068,WAKEFIELD,QC,-75.9,45.6,152,760
7069,WALTHAM,QC,-76.9167,45.9167,113,712
7071,WRIGHT,QC,-76.05,46.0667,142,724
7075,BAIE-COMEAU A,QC,-68.2,49.1333,22,678
7079,BAIE ST PAUL,QC,-70.5,47.4167,32,692
7085,LOURDES DE BLANC SABLON A,QC,-57.1833,51.45,37,651
7090,BAIE JOHAN BEETZ,QC,-62.8,50.2833,8,750
7097,CHATEAU RICHER,QC,-71.0333,46.9667,15,1055
7106,FORESTVILLE,QC,-69.0833,48.7333,76,766
7108,FORET MONTMORENCY,QC,-71.15,47.3167,640,958
7113,GODBOUT,QC,-67.6167,49.3167,30,666
7114,GRANDES BERGERONNES,QC,-69.5167,48.25,61,777
7123,LABRIEVILLE B1,QC,-69.55,49.3,152,604
7128,LA MALBAIE,QC,-70.15,47.6667,23,633
7149,NATASHQUAN A,QC,-61.8167,50.1833,11,781
7154,PETITE RIV ST FRANCOIS,QC,-70.5667,47.3167,15,888
7155,PETIT SAGUENAY,QC,-70.05,48.1833,122,698
7173,STE ROSE DU NORD,QC,-70.5333,48.4,205,819
7174,ST SIMEON,QC,-69.8667,47.85,15,708
7176,ST URBAIN,QC,-70.55,47.5667,91,659
7177,SEPT-ILES A,QC,-66.2667,50.2167,55,744
7182,TADOUSSAC,QC,-69.7,48.15,70,689
7183,TETE A LA BALEINE,QC,-59.3167,50.7,9,879
7190,ILE AUX COUDRES,QC,-70.3833,47.3833,15,697
7195,RIVIERE AU TONNERRE,QC,-64.7833,50.2833,15,829
7198,ST HILARION,QC,-70.4,47.6,412,662
7208,AMQUI,QC,-67.45,48.5167,183,667
7230,CAP DES ROSIERS,QC,-64.2,48.85,15,853
7232,CAPLAN,QC,-65.6833,48.1,23,749
7233,CAP MADELEINE,QC,-65.3167,49.2333,2,506
7235,CAP SEIZE,QC,-66.4,49.0167,229,663
7237,CAUSAPSCAL,QC,-67.2333,48.3667,168,741
7248,GASPE A,QC,-64.4781,48.7769,34,785
7251,GRANDE VALLEE,QC,-65.15,49.2,8,580
7257,HONFLEUR,QC,-70.85,46.6833,175,846
7261,LAC HUMQUI,QC,-67.5667,48.2833,236,778
7262,LAMARTINE,QC,-70.35,47.0333,63,714
7264,LA POCATIERE CDA,QC,-70.0333,47.35,31,653
7273,MONT-JOLI A,QC,-68.2167,48.6,52,601
7277,MONT LOUIS,QC,-65.7333,49.2333,15,587
7278,MONTMAGNY,QC,-70.5833,46.9667,15,851
7279,MURDOCHVILLE,QC,-65.5167,48.95,575,593
7284,NOTRE DAME DU LAC,QC,-68.8,47.6,320,727
7286,NOUVELLE,QC,-66.3,48.1,7,713
7287,OUIMET,QC,-68.2,48.3167,305,701
7296,PORT DANIEL,QC,-64.9833,48.15,69,895
7301,RIMOUSKI,QC,-68.5167,48.45,36,639
7303,RIVIERE BLEUE,QC,-69.0333,47.4333,213,684
7308,ST ALEXIS DE MATAPEDIA,QC,-67.0667,47.9833,274,703
7309,STE ANNE DES MONTS,QC,-66.4667,49.1333,15,602
7311,ST ARSENE,QC,-69.3833,47.95,76,666
7312,ST BRUNO KAMOURASKA,QC,-69.7833,47.45,198,683
7313,ST CAMILLE,QC,-70.2167,46.4833,396,857
7314,ST CHARLES GARNIER,QC,-68.05,48.3333,323,651
7315,ST CLEMENT,QC,-69.1,47.9167,259,730
7319,ST ELEUTHERE,QC,-69.2833,47.4833,290,750
7320,ST ELZEAR DE BONAVENTURE,QC,-65.35,48.1833,229,852
7322,STE GERMAINE,QC,-70.4667,46.4167,511,869
7323,ST GUY,QC,-68.8167,48.05,320,803
7325,ST JEAN DE CHERBOURG,QC,-67.1167,48.8833,351,690
7326,STE LUCIE,QC,-70.0167,46.7333,373,828
7327,ST MALACHIE,QC,-70.8167,46.55,221,815
7329,SAINT MICHEL,QC,-70.8833,46.8667,69,889
7331,ST PAMPHILE,QC,-69.7833,46.9667,388,762
7333,STE PERPETUE,QC,-69.9333,47.05,411,780
7337,STE ROSE DU DEGELIS,QC,-68.6333,47.5667,151,718
7339,SQUATECK,QC,-68.7,47.8833,198,760
7340,TRINITE DES MONTS,QC,-68.4833,48.1333,262,687
7341,TROIS PISTOLES,QC,-69.1167,48.15,58,669
7343,VAL D ESPOIR,QC,-64.3833,48.5167,91,971
7355,ALBANEL,QC,-72.45,48.8833,152,615
7357,BAGOTVILLE A,QC,-71,48.3333,159,660
7361,BONNARD,QC,-71.05,50.7333,506,644
7381,HEMON,QC,-72.6,49.0667,183,692
7385,LAC BOUCHETTE,QC,-72.1667,48.2167,358,701
7390,LAC STE CROIX,QC,-71.75,48.4167,152,687
7396,MISTASSINI,QC,-72.2,48.85,122,673
7398,MONT APICA,QC,-71.4167,47.9667,549,913
7401,NORMANDIN CDA,QC,-72.5333,48.85,137,600
7405,PERIBONCA,QC,-72.0333,48.7667,103,653
7410,ROBERVAL A,QC,-72.2667,48.5167,179,615
7414,ST AMBROISE,QC,-71.3333,48.5667,122,773
7415,ST COEUR DE MARIE,QC,-71.7167,48.6333,107,681
7418,ST LEON DE LABRECQUE,QC,-71.5167,48.6667,131,783
7419,ST PRIME,QC,-72.4167,48.6167,122,606
7420,SHIPSHAW,QC,-71.2167,48.45,23,696
7442,GRANDE ANSE,QC,-72.9333,47.1,119,730
7445,LA TUQUE,QC,-72.7833,47.4,152,709
7455,ST MICHEL DES SAINTS,QC,-73.9167,46.6833,351,721
7461,BARRAGE ANGLIERS,QC,-79.2358,47.5519,267,674
7462,BARRAGE TEMISCAMINGUE,QC,-79.1011,46.7097,181,712
7463,BELLETERRE,QC,-78.7,47.3833,322,723
7467,KIPAWA LANIEL,QC,-79.2667,47.05,280,655
7471,MANNEVILLE,QC,-78.4833,48.55,311,618
7473,MONT BRUN,QC,-78.7333,48.4167,305,717
7478,RAPIDE DES JOACHIMS,QC,-77.7,46.2,137,689
7482,REMIGNY,QC,-79.2333,47.7167,290,689
7490,VILLE MARIE,QC,-79.4333,47.35,213,611
7492,LATULIPE,QC,-79.0167,47.4333,274,673
7496,AMOS,QC,-78.1333,48.5667,310,663
7504,CHAPAIS 2,QC,-74.85,49.7833,396,666
7530,LA GRANDE RIVIERE A,QC,-77.7,53.6333,195,464
7537,LA MORANDIERE,QC,-77.6167,48.6167,297,684
7538,LA SARRE,QC,-79.2167,48.7833,244,653
7569,TASCHEREAU,QC,-78.7,48.6667,310,662
7583,LAC BERRY,QC,-78.2833,48.8,305,669
7596,INUKJUAK UA,QC,-78.0833,58.4667,24,251
7601,KUUJJUARAPIK A,QC,-77.75,55.2833,12,409
7627,KUUJJUAQ A,QC,-68.4167,58.1,40,303
7638,SCHEFFERVILLE A,QC,-66.8167,54.8,522,403
7645,ACADIA FOREST EXP ST,NB,-66.3633,45.9903,54,914
7647,ALMA,NB,-64.95,45.6,43,1211
7648,AROOSTOOK,NB,-67.7156,46.7122,80,802
7655,BATHURST,NB,-65.65,47.6167,5,713
7659,BEECHWOOD,NB,-67.6667,46.5333,91,842
7663,BERTRAND,NB,-65.0667,47.75,23,782
7666,BON ACCORD,NB,-67.5845,46.6508,450,930
7669,BUCTOUCHE,NB,-64.7167,46.5167,11,823
7681,CHARLO A,NB,-66.3333,47.9833,40,699
7686,MIRAMICHI A,NB,-65.4678,47.0095,33,780
7693,COLESON COVE,NB,-66.2,45.15,31,1037
7698,DOAKTOWN,NB,-66.1403,46.5525,57,842
7707,FREDERICTON A,NB,-66.5279,45.8721,21,849
7715,GAGETOWN 2,NB,-66.15,45.7833,34,900
7719,GRAND FALLS DRUMMOND,NB,-67.7,47.0333,229,811
7738,JUNIPER,NB,-67.1667,46.55,259,852
7739,KEDGWICK,NB,-67.35,47.65,274,693
7749,LITTLE RIVER MINE,NB,-66.0667,47.2833,341,748
7753,MACTAQUAC PROV PARK,NB,-66.8986,45.9544,110,861
7756,MAPLETON,NB,-67.2333,46.1833,168,862
7760,MCGRAW BROOK,NB,-66.1167,46.8167,53,867
7763,MINTO,NB,-66.0333,46.0333,23,775
7765,MONCTON,NB,-64.7903,46.1014,12,835
7766,MONCTON A,NB,-64.6838,46.1053,71,863
7769,MOUNT CARLETON,NB,-66.9333,47.4167,265,772
7774,NEPISIGUIT FALLS,NB,-65.7833,47.4,106,714
7779,OROMOCTO,NB,-66.4667,45.8333,46,855
7781,PENNFIELD,NB,-66.7333,45.1,23,1169
7796,REXTON,NB,-64.8667,46.6667,5,843
7802,ROYAL ROAD,NB,-66.7167,46.05,116,928
7814,SAINT JOHN A,NB,-65.8856,45.3181,109,1114
7821,ST LEONARD A,NB,-67.8319,47.1578,242,808
7834,SUSSEX,NB,-65.5333,45.7167,21,899
7842,TURTLE CREEK,NB,-64.9,46,46,830
7846,UPSALQUITCH LAKE,NB,-66.4153,47.4556,625,740
7853,WOODSTOCK,NB,-67.5536,46.1703,153,844
7867,ANNAPOLIS ROYAL,NS,-65.5167,44.75,8,1021
7874,AVON,NS,-64.2167,44.8833,24,1170
7880,BADDECK,NS,-60.75,46.1,8,1156
7885,BEAR RIVER,NS,-65.6333,44.5667,8,1130
7900,BRIDGEWATER,NS,-64.55,44.4,27,1304
7913,CHARLESVILLE,NS,-65.7833,43.5833,3,1078
7917,CHETICAMP,NS,-60.95,46.65,11,1007
7921,CLARENCE,NS,-65.1667,44.9167,52,948
7926,COLLEGEVILLE,NS,-62.0167,45.4833,76,1078
7934,DEMING,NS,-61.1778,45.2164,16,1304
7942,ECUM SECUM,NS,-62.1833,44.9833,15,1327
7953,GREENWOOD A,NS,-64.9167,44.9833,28,893
7957,HALIFAX CITADEL,NS,-63.5833,44.65,70,1312
7972,INGONISH BEACH,NS,-60.4,46.65,8,1304
7978,KEJIMKUJIK PARK,NS,-65.2,44.4333,127,1152
7980,KEMPTVILLE,NS,-65.7667,44.0833,76,1240
7982,KENTVILLE CDA,NS,-64.4833,45.0667,49,934
7993,LIVERPOOL BIG FALLS,NS,-64.9333,44.1333,50,1301
7994,LIVERPOOL MILTON,NS,-64.7667,44.0833,29,1465
7998,LOUISBOURG,NS,-60,45.9,46,1372
8000,LOWER MEAGHERS GRANT,NS,-63.2333,44.9167,41,1250
8005,LYONS BROOK,NS,-62.7967,45.6583,29,986
8014,MARGAREE FORKS,NS,-61.1,46.3333,23,1089
8025,MIDDLE MUSQUODOBOIT,NS,-63.1,45.0667,48,1184
8031,MOUNT UNIACKE,NS,-63.8333,44.9,159,1248
8032,NAPPAN CDA,NS,-64.25,45.7667,20,877
8051,PARADISE,NS,-65.2333,44.8333,46,998
8052,PARRSBORO,NS,-64.3333,45.4,24,1036
8059,PLEASANT BAY GRAND ANSE,NS,-60.7667,46.8167,29,998
8060,POCKWOCK LAKE,NS,-63.8333,44.7667,165,1256
8065,PORT HASTINGS,NS,-61.4,45.6333,23,1257
8069,PORT HOOD,NS,-61.5333,45.9833,27,1086
8072,PUGWASH,NS,-63.6553,45.8433,5,823
8078,ROSEWAY,NS,-65.35,43.7833,15,1315
8080,SABLE ISLAND,NS,-60.0094,43.9322,5,1306
8088,SALMON HOLE,NS,-64.0333,44.9333,84,1127
8091,SANDY COVE NRC,NS,-63.5667,44.4667,10,1250
8095,SHEARWATER A,NS,-63.5,44.6333,44,1203
8108,SPRINGFIELD,NS,-64.85,44.6667,167,1153
8117,STILLWATER SHERBROOKE,NS,-61.9825,45.1433,14,1290
8119,SUMMERVILLE,NS,-64.1833,45.1167,38,845
8122,SYDNEY A,NS,-60.0481,46.1667,62,1197
8133,TRURO,NS,-63.2667,45.3667,40,960
8136,TUSKET,NS,-65.9833,43.8833,9,1190
8138,UPPER STEWIACKE,NS,-63,45.2167,23,1076
8140,WATERVILLE CAMBRIDGE,NS,-64.65,45.05,31,967
8148,WESTPHAL,NS,-63.5167,44.6833,68,1264
8150,WEYMOUTH FALLS,NS,-65.95,44.4,11,1118
8152,WHITE ROCK,NS,-64.3833,45.05,38,1018
8159,WRECK COVE BROOK,NS,-60.45,46.5333,76,1580
8164,YARMOUTH A,NS,-66.0886,43.8308,43,1093
8168,ALBERTON,PE,-64.0167,46.85,3,791
8170,ALLISTON,PE,-62.6,46.0667,61,970
8173,BANGOR,PE,-62.6833,46.35,37,961
8177,CHARLOTTETOWN A,PE,-63.1286,46.2886,49,872
8179,CHARLOTTETOWN CDA,PE,-63.1333,46.25,23,855
8183,EAST BALTIC,PE,-62.1667,46.4333,61,961
8193,MONTICELLO,PE,-62.4667,46.4667,32,873
8196,NEW GLASGOW,PE,-63.3503,46.4089,6,944
8198,LONG RIVER,PE,-63.55,46.5,18,800
8212,SUMMERSIDE A,PE,-63.8317,46.4389,20,776
8217,WELLINGTON,PE,-64.05,46.4667,50,826
8229,BAIE VERTE,NL,-56.1833,49.9833,110,707
8237,BONAVISTA,NL,-53.1142,48.6672,26,804
8242,BUCHANS,NL,-56.8667,48.8167,270,863
8247,BURGEO,NL,-57.6167,47.6167,11,1448
8251,BURNT POND,NL,-57.3333,48.1667,299,1038
8252,CAPE BROYLE,NL,-52.9333,47.1,6,1341
8267,COLINET,NL,-53.55,47.2167,27,1222
8271,COMFORT COVE,NL,-54.8833,49.2667,99,775
8274,CORMACK,NL,-57.4,49.3167,154,963
8277,CORNER BROOK,NL,-57.95,48.95,5,822
8279,COW HEAD,NL,-57.7889,49.9117,15,931
8280,DANIELS HARBOUR,NL,-57.5811,50.2364,19,768
8282,DEER LAKE,NL,-57.4333,49.1667,11,728
8283,DEER LAKE A,NL,-57.4,49.2167,22,729
8293,EXPLOITS DAM,NL,-56.6,48.7667,154,814
8302,GALLANTS,NL,-58.2333,48.7,143,1185
8313,GOOBIES,NL,-53.9653,47.9492,72,1108
8317,GRAND FALLS,NL,-55.6667,48.9333,60,775
8324,HARBOUR BRETON,NL,-55.8333,47.4667,30,1268
8328,HEARTS CONTENT,NL,-53.3833,47.8667,9,1013
8333,HOLYROOD GEN STN,NL,-53.1,47.45,6,954
8345,LETHBRIDGE,NL,-53.9017,48.35,15,982
8347,LOCKSTON,NL,-53.3833,48.4,18,1095
8348,LOGY BAY,NL,-52.6642,47.6242,27,1031
8349,LONG HARBOUR,NL,-53.8167,47.4167,8,1210
8357,MUSGRAVE HARBOUR,NL,-53.9833,49.45,3,780
8358,NEW CHELSEA,NL,-53.2167,48.0333,9,1001
8361,PETTY HARBOUR,NL,-52.7167,47.4667,6,1172
8366,PLUM POINT,NL,-56.8833,51.0667,6,803
8367,POINT LEAMINGTON,NL,-55.4,49.3333,8,855
8371,PORT AUX BASQUES,NL,-59.1547,47.5739,40,1205
8382,PORT UNION,NL,-53.0833,48.5,6,1035
8386,RATTLING BRK NORRIS ARM,NL,-55.3,49.0667,9,827
8403,ST LAWRENCE,NL,-55.3833,46.9167,49,1312
8411,SALT POND,NL,-55.2017,47.0936,30,1513
8416,SOPS ARM WHITE BAY,NL,-56.8833,49.7667,17,740
8419,SPRINGDALE,NL,-56.0833,49.5,23,740
8423,STEPHENVILLE A,NL,-58.55,48.5333,25,930
8431,TERRA NOVA NAT PARK HQ,NL,-53.9833,48.55,84,888
8438,TORS COVE,NL,-52.85,47.2167,6,1241
8447,WESTBROOK ST LAWRENCE,NL,-55.3833,46.95,31,1371
8464,MAIN BROOK,NL,-56.0167,51.1833,14,705
8479,CARTWRIGHT,NL,-57.035,53.7083,14,592
8486,GOOSE A,NL,-60.4167,53.3167,49,566
8498,NAIN A,NL,-61.6833,56.55,6,427
8518,WABUSH LAKE A,NL,-66.8742,52.9272,551,504
8766,SALTSPRING ST MARY'S L,BC,-123.546,48.8881,46,943
8767,VICTORIA INT'L A,BC,-123.426,48.6472,20,834
8769,VANCOUVER INT'L A,BC,-123.182,49.195,4,1126
8774,EDMONTON INT'L A,AB,-113.583,53.3167,723,346
8775,CALGARY INT'L A,AB,-114.02,51.1139,1084,317
8783,QU'APPELLE 1,SK,-103.983,50.5667,663,349
8784,REGINA INT'L A,SK,-104.667,50.4333,578,294
8785,SASKATOON DIEFENBAKER INT'L A,SK,-106.717,52.1667,504,267
8786,WINNIPEG RICHARDSON INT'L A,MB,-97.2333,49.9167,239,416
8789,OTTAWA MACDONALD-CARTIER INT'L A,ON,-75.6692,45.3225,114,729
8792,LONDON INT'L AIRPORT,ON,-81.1511,43.0331,278,792
8795,TORONTO LESTER B. PEARSON INT'L A,ON,-79.6306,43.6772,173,677
8799,L'ASSOMPTION,QC,-73.4347,45.8094,21,760
8807,MONTREAL/MIRABEL INT'L A,QC,-74.0333,45.6667,83,828
8816,VAL-D'OR A,QC,-77.7867,48.0564,337,641
8821,HALIFAX STANFIELD INT'L A,NS,-63.5,44.88,145,1213
8825,ST MARGARET'S BAY,NS,-63.9,44.7,17,1225
8826,O'LEARY,PE,-64.2617,46.7003,38,828
8829,BAY D'ESPOIR GEN STN,NL,-55.8,47.9833,23,1284
8832,GANDER INT'L A,NL,-54.5769,48.9464,151,798
8842,ST JOHN'S A,NL,-52.7428,47.6222,141,1181
8844,ST JOHN'S WEST CDA,NL,-52.7833,47.5167,114,1234
8847,WOODDALE BISHOP'S FALLS,NL,-55.55,49.0333,46,829
12341,FREDERICTON CDA,NB,-66.6167,45.9167,40,868